thita,thita_dot,thita_double_dot,phi,phi_dot,phi_double_dot,W_dot_plus,lift
0,0,0,0,0,0,0,0
4.88338714203465e-10,3.90649874849445e-06,0.0208335269325498,0,0,0,0,0.00026
3.90670522848072e-09,1.56259650946565e-05,0.0416668944104826,0,0,0,0,0.001515
1.31851049173366e-08,3.51583093406353e-05,0.062499942980402,0,0,0,0,0.001703
3.12534983042484e-08,6.25033819907309e-05,0.0833325131913525,0,0,0,0,0.004011
6.10417786349908e-08,9.76609737526404e-05,0.104164445596039,0,0,0,0,0.006028
1.05479749456272e-07,0.000140630815538818,0.12499558075205,0,0,0,0,0.007769
1.67497102188227e-07,0.000191412578468743,0.145825759223074,0,0,0,0,0.01126
2.50023393703665e-07,0.00025000587387175,0.166654821580122,0,0,0,0,0.013941
3.55988023903551e-07,0.000316410253289072,0.187482608402748,0,0,0,0,0.01826
4.88320213300235e-07,0.000390625208478372,0.208308960280269,0,0,0,0,0.02212
6.49948980592713e-07,0.000472650171416805,0.229133717812983,0,0,0,0,0.027051
8.43803120252957e-07,0.000562484514305887,0.249956721613393,0,0,0,0,0.032312
1.07281118010959e-06,0.000660127549575807,0.270777812307423,0,0,0,0,0.038905
1.33990143892534e-06,0.000765578529891202,0.291596830535641,0,0,0,0,0.045585
1.64800188399891e-06,0.000878836648156601,0.312413616954474,0,0,0,0,0.053335
2.00004018874372e-06,0.000999901037522543,0.333228012237435,0,0,0,0,0.061637
2.39894369028271e-06,0.00112877077139249,0.354039857076335,0,0,0,0,0.071275
2.84763936704745e-06,0.00126544486342974,0.374848992182506,0,0,0,0,0.080992
3.34905381637114e-06,0.00140992226756468,0.39565525828802,0,0,0,0,0.092445
3.90611323208777e-06,0.00156220187800341,0.416458496146909,0,0,0,0,0.104046
4.52174338214548e-06,0.00172228252923588,0.43725854653638,0,0,0,0,0.116777
5.19886958619681e-06,0.00189016299604452,0.458055250258037,0,0,0,0,0.130246
5.94041669323158e-06,0.00206584199351433,0.478848448139099,0,0,0,0,0.144566
6.74930905916361e-06,0.00224931817704204,0.499637981033618,0,0,0,0,0.160482
7.62847052447686e-06,0.00244059014234657,0.520423689823697,0,0,0,0,0.17737
8.58082439182102e-06,0.00263965642548032,0.541205415420706,0,0,0,0,0.194413
9.60929340366026e-06,0.00284651550283929,0.561982998766502,0,0,0,0,0.213887
1.07167997198831e-05,0.00306116579117599,0.582756280834648,0,0,0,0,0.233219
1.19062648954509e-05,0.00328360564761043,0.603525102631626,0,0,0,0,0.254069
1.31806098580329e-05,0.00351383336964372,0.624289305198056,0,0,0,0,0.276399
1.45427548856457e-05,0.0037518471951701,0.645048729609912,0,0,0,0,0.299138
1.59956195843163e-05,0.00399764530249119,0.665803216979739,0,0,0,0,0.3234
1.75421228657098e-05,0.00425122581032971,0.68655260845787,0,0,0,0,0.348405
1.91851829248185e-05,0.00451258677784368,0.707296745233639,0,0,0,0,0.375312
2.09277172176057e-05,0.00478172620464135,0.7280354685366,0,0,0,0,0.402644
2.27726424386896e-05,0.00505864203079682,0.748768619637739,0,0,0,0,0.432309
2.47228744990082e-05,0.00534333213686539,0.769496039850691,0,0,0,0,0.461565
2.67813285035121e-05,0.00563579434390008,0.790217570532952,0,0,0,0,0.493717
2.89509187288419e-05,0.00593602641346805,0.810933053087098,0,0,0,0,0.52632
3.12345586010349e-05,0.00624402604766807,0.831642328961994,0,0,0,0,0.559458
3.36351606732222e-05,0.00655979088914765,0.85234523965401,0,0,0,0,0.595212
3.6155636603325e-05,0.00688331852112159,0.873041626708232,0,0,0,0,0.630895
3.87988971317935e-05,0.00721460646739013,0.893731331719679,0,0,0,0,0.669161
4.15678520593091e-05,0.00755365219235788,0.91441419633451,0,0,0,0,0.706925
4.44654102245162e-05,0.00790045310105353,0.93509006225124,0,0,0,0,0.747825
