0.000000	0.000000
0.000048	0.000390
0.000097	0.001961
0.000145	0.003473
0.000194	0.005659
0.000242	0.008965
0.000291	0.012207
0.000339	0.016845
0.000387	0.021441
0.000436	0.027538
0.000484	0.033738
0.000533	0.040972
0.000581	0.049669
0.000630	0.058771
0.000678	0.069094
0.000726	0.080984
0.000775	0.094132
0.000823	0.107294
0.000872	0.123683
0.000920	0.139158
0.000969	0.157533
0.001017	0.176933
0.001066	0.197391
0.001114	0.219460
0.001162	0.243415
0.001211	0.268393
0.001259	0.294891
0.001308	0.323638
0.001356	0.353282
0.001405	0.385392
0.001453	0.418490
0.001501	0.454170
0.001550	0.490861
0.001598	0.529450
0.001647	0.570344
0.001695	0.612439
0.001744	0.657150
0.001792	0.703200
0.001840	0.751134
0.001889	0.801632
0.001937	0.853427
0.001986	0.907920
0.002034	0.963887
0.002083	1.021802
0.002131	1.082392
0.002179	1.144266
0.002228	1.209300
0.002276	1.275425
0.002325	1.344665
0.002373	1.415240
0.002422	1.488133
0.002470	1.563573
0.002519	1.640658
0.002567	1.719943
0.002615	1.801999
0.002664	1.886249
0.002712	1.971740
0.002761	2.060657
0.002809	2.151518
0.002858	2.244363
0.002906	2.339392
0.002954	2.437190
0.003003	2.536674
0.003051	2.639111
0.003100	2.743188
0.003148	2.849743
0.003197	2.958909
0.003245	3.069840
0.003293	3.183831
0.003342	3.299395
0.003390	3.418036
0.003439	3.537624
0.003487	3.661439
0.003536	3.785420
0.003584	3.913295
0.003632	4.043091
0.003681	4.175253
0.003729	4.309236
0.003778	4.446162
0.003826	4.584795
0.003875	4.725680
0.003923	4.869423
0.003972	5.015341
0.004020	5.163433
0.004068	5.313481
0.004117	5.466407
0.004165	5.620833
0.004214	5.778619
0.004262	5.936922
0.004311	6.098903
0.004359	6.262824
0.004407	6.428625
0.004456	6.596729
0.004504	6.767992
0.004553	6.939950
0.004601	7.114568
0.004650	7.291761
0.004698	7.470518
0.004746	7.652944
0.004795	7.835811
0.004843	8.022678
0.004892	8.209007
0.004940	8.399746
0.004989	8.590464
0.005037	8.784981
0.005085	8.981254
0.005134	9.179271
0.005182	9.379409
0.005231	9.581305
0.005279	9.785837
0.005328	9.992377
0.005376	10.200545
0.005425	10.410770
0.005473	10.622760
0.005521	10.836770
0.005570	11.053110
0.005618	11.270924
0.005667	11.491529
0.005715	11.712498
0.005764	11.936711
0.005812	12.162000
0.005860	12.389777
0.005909	12.618779
0.005957	12.850316
0.006006	13.082401
0.006054	13.318178
0.006103	13.553748
0.006151	13.792680
0.006199	14.033110
0.006248	14.274885
0.006296	14.518579
0.006345	14.763548
0.006393	15.010955
0.006442	15.259923
0.006490	15.509611
0.006538	15.762856
0.006587	16.015635
0.006635	16.271721
0.006684	16.528242
0.006732	16.788158
0.006781	17.047643
0.006829	17.308178
0.006878	17.570724
0.006926	17.834176
0.006974	18.100153
0.007023	18.367359
0.007071	18.636568
0.007120	18.907576
0.007168	19.179058
0.007217	19.452361
0.007265	19.727224
0.007313	20.002264
0.007362	20.280777
0.007410	20.559563
0.007459	20.840187
0.007507	21.122759
0.007556	21.408041
0.007604	21.691938
0.007652	21.980184
0.007701	22.266007
0.007749	22.558006
0.007798	22.846569
0.007846	23.138564
0.007895	23.431530
0.007943	23.725132
0.007991	24.019961
0.008040	24.317066
0.008088	24.618112
0.008137	24.915803
0.008185	25.217592
0.008234	25.518796
0.008282	25.821363
0.008331	26.128752
0.008379	26.435614
0.008427	26.741862
0.008476	27.048897
0.008524	27.357549
0.008573	27.666280
0.008621	27.974542
0.008670	28.287243
0.008718	28.600327
0.008766	28.918211
0.008815	29.232653
0.008863	29.550461
0.008912	29.865818
