0.000000	0.000000
0.000041	0.000228
0.000081	0.000648
0.000122	0.002034
0.000162	0.002999
0.000203	0.004736
0.000243	0.006467
0.000284	0.009208
0.000324	0.011577
0.000365	0.014598
0.000405	0.017904
0.000446	0.021527
0.000486	0.026329
0.000527	0.031037
0.000567	0.036721
0.000608	0.042831
0.000648	0.050180
0.000689	0.057369
0.000730	0.065603
0.000770	0.074144
0.000811	0.084053
0.000851	0.093966
0.000892	0.104951
0.000932	0.116624
0.000973	0.129666
0.001013	0.142247
0.001054	0.157206
0.001094	0.172503
0.001135	0.187798
0.001175	0.205413
0.001216	0.222623
0.001256	0.241310
0.001297	0.260595
0.001337	0.281481
0.001378	0.302682
0.001419	0.325159
0.001459	0.348442
0.001500	0.373241
0.001540	0.398413
0.001581	0.424816
0.001621	0.452018
0.001662	0.480781
0.001702	0.509229
0.001743	0.540287
0.001783	0.571239
0.001824	0.604367
0.001864	0.637751
0.001905	0.671818
0.001945	0.708673
0.001986	0.744107
0.002027	0.782820
0.002067	0.820395
0.002108	0.861548
0.002148	0.901225
0.002189	0.943448
0.002229	0.986667
0.002270	1.030452
0.002310	1.075759
0.002351	1.122232
0.002391	1.169295
0.002432	1.217503
0.002472	1.266672
0.002513	1.316637
0.002553	1.368346
0.002594	1.420343
0.002634	1.473758
0.002675	1.527981
0.002716	1.583807
0.002756	1.639299
0.002797	1.697295
0.002837	1.755727
0.002878	1.814293
0.002918	1.875189
0.002959	1.935874
0.002999	1.997962
0.003040	2.060739
0.003080	2.125111
0.003121	2.189642
0.003161	2.255456
0.003202	2.321853
0.003242	2.389742
0.003283	2.457795
0.003323	2.526975
0.003364	2.596793
0.003405	2.667292
0.003445	2.739190
0.003486	2.811215
0.003526	2.884367
0.003567	2.958037
0.003607	3.033112
0.003648	3.108099
0.003688	3.184167
0.003729	3.261100
0.003769	3.338474
0.003810	3.416261
0.003850	3.494819
0.003891	3.573929
0.003931	3.653588
0.003972	3.734336
0.004012	3.815055
0.004053	3.896620
0.004094	3.978504
0.004134	4.061429
0.004175	4.144223
0.004215	4.228378
0.004256	4.311679
0.004296	4.396038
0.004337	4.481578
0.004377	4.566122
0.004418	4.651752
0.004458	4.737343
0.004499	4.823987
0.004539	4.910262
0.004580	4.996999
0.004620	5.084524
0.004661	5.171869
0.004701	5.258659
0.004742	5.346996
0.004783	5.434484
0.004823	5.523919
0.004864	5.610906
0.004904	5.700230
0.004945	5.788043
0.004985	5.878214
0.005026	5.965438
0.005066	6.055256
0.005107	6.143333
0.005147	6.232272
0.005188	6.320806
0.005228	6.410028
0.005269	6.498684
0.005309	6.587137
0.005350	6.675541
0.005391	6.764585
0.005431	6.852172
0.005472	6.941228
0.005512	7.028834
0.005553	7.117538
0.005593	7.204296
0.005634	7.292883
0.005674	7.379357
0.005715	7.466337
0.005755	7.555069
0.005796	7.639985
0.005836	7.727817
0.005877	7.813050
0.005917	7.900005
0.005958	7.984469
0.005998	8.070757
0.006039	8.155090
0.006080	8.240013
0.006120	8.324131
0.006161	8.408804
0.006201	8.492423
0.006242	8.576091
0.006282	8.659094
0.006323	8.742328
0.006363	8.823735
0.006404	8.906345
0.006444	8.987315
0.006485	9.069108
0.006525	9.149034
0.006566	9.230233
0.006606	9.309827
0.006647	9.389523
0.006687	9.468546
0.006728	9.547638
0.006769	9.625757
0.006809	9.703566
0.006850	9.782150
0.006890	9.858756
0.006931	9.934895
0.006971	10.011589
0.007012	10.085374
0.007052	10.160901
0.007093	10.234729
0.007133	10.309558
0.007174	10.382267
0.007214	10.456554
0.007255	10.527724
0.007295	10.600487
0.007336	10.672377
0.007376	10.743270
0.007417	10.814112
0.007458	10.884394
0.007498	10.954266
0.007539	11.024498
0.007579	11.093250
0.007620	11.162608
0.007660	11.230656
0.007701	11.301677
0.007741	11.366893
0.007782	11.434399
0.007822	11.500650
0.007863	11.567111
0.007903	11.633597
0.007944	11.703508
0.007984	11.766166
0.008025	11.832244
0.008065	11.895820
0.008106	11.960586
0.008147	12.023191
0.008187	12.087275
0.008228	12.152813
0.008268	12.212867
0.008309	12.277624
0.008349	12.336094
0.008390	12.402280
0.008430	12.461991
0.008471	12.523075
0.008511	12.584013
0.008552	12.643639
0.008592	12.706948
0.008633	12.764793
0.008673	12.825940
0.008714	12.883946
0.008755	12.944990
0.008795	13.006318
0.008836	13.063981
0.008876	13.124280
0.008917	13.181634
0.008957	13.244265
0.008998	13.302953
0.009038	13.359670
0.009079	13.417134
0.009119	13.476276
0.009160	13.532038
0.009200	13.590946
0.009241	13.648913
0.009281	13.704189
0.009322	13.761985
0.009362	13.819769
0.009403	13.875749
0.009444	13.933503
0.009484	13.995133
0.009525	14.049742
0.009565	14.107165
0.009606	14.164281
0.009646	14.222245
0.009687	14.281091
0.009727	14.336453
0.009768	14.392587
0.009808	14.452134
0.009849	14.507814
0.009889	14.567859
0.009930	14.623123
0.009970	14.683147
0.010011	14.736108
0.010051	14.795051
0.010092	14.851158
0.010133	14.909869
0.010173	14.969679
0.010214	15.027432
0.010254	15.093714
0.010295	15.148106
0.010335	15.210039
0.010376	15.266326
0.010416	15.323739
0.010457	15.379914
0.010497	15.441565
0.010538	15.497700
0.010578	15.560269
0.010619	15.616435
0.010659	15.680209
0.010700	15.734639
