thita,thita_dot,thita_double_dot,phi,phi_dot,phi_double_dot,W_dot_plus,lift,drag,power
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
6.656421865378601e-10,5.32473052360238e-06,0.0283963815892921,0.0,0.0,0.0,0.0,-0.0,0.000358,-0.0
5.3251313786708305e-09,2.1298881338124e-05,0.0567925458300169,0.0,0.0,0.0,0.0,0.0,0.001821,0.0
1.79722840125516e-08,4.79223301760988e-05,0.085188275375271,0.0,0.0,0.0,0.0,0.0,0.002983,0.0
4.26008553862021e-08,8.51948732591886e-05,0.113583352881478,0.0,0.0,0.0,0.0,0.0,0.005112,0.0
8.32045090909763e-08,0.0001331162252998,0.141977561010052,0.0,0.0,0.0,0.0,0.0,0.008116,0.0
1.43776786441967e-07,0.0001916860195035,0.170370682429061,0.0,0.0,0.0,0.0,0.0,0.011008,0.0
2.2831107591437e-07,0.0002609038075713,0.198762499814893,0.0,0.0,0.0,0.0,-0.0,0.015349,0.0
3.4080058257593e-07,0.000340769059704,0.227152795853915,0.0,0.0,0.0,0.0,0.0,0.019371,0.0
4.8523829752119e-07,0.0004312811646055,0.255541353244139,0.0,0.0,0.0,0.0,-1e-06,0.024389,0.0
6.65616967310877e-07,0.0005324394294876,0.283927954696884,0.0,0.0,0.0,0.0,-1e-06,0.030427,1e-05
8.85929063409172e-07,0.0006442430800753,0.312312382938443,0.0,0.0,0.0,0.0,-3e-06,0.036557,1e-05
1.15016675162882e-06,0.0007666912606132,0.340694420711738,0.0,0.0,0.0,0.0,-8e-06,0.044563,2e-05
1.46232186156841e-06,0.0008997830338714,0.369073850777994,0.0,0.0,0.0,0.0,-1.3e-05,0.052689,2e-05
1.82638585606471e-06,0.001043517381153,0.39745045591839,0.0,0.0,0.0,0.0,-2.4e-05,0.062187,3e-05
2.24634980063842e-06,0.0011978932023016,0.42582401893573,0.0,0.0,0.0,0.0,-3.6e-05,0.073109,4e-05
2.72620433294771e-06,0.0013629093157106,0.454194322656102,0.0,0.0,0.0,0.0,-5.2e-05,0.084332,6e-05
3.26993963223934e-06,0.0015385644583309,0.482561149930542,0.0,0.0,0.0,0.0,-7.3e-05,0.097593,7e-05
3.88154538881316e-06,0.0017248572856815,0.510924283636695,0.0,0.0,0.0,0.0,-9.6e-05,0.110951,9e-05
4.56501077348284e-06,0.0019217863718598,0.539283506680474,0.0,0.0,0.0,0.0,-0.000124,0.125806,0.00012
5.32432440704033e-06,0.0021293502095522,0.567638601997728,0.0,0.0,0.0,0.0,-0.000154,0.142098,0.00015
6.16347432972269e-06,0.0023475472100454,0.5959893525559,0.0,0.0,0.0,0.0,-0.000189,0.158949,0.00018
7.08644797071029e-06,0.0025763757032393,0.624335541355684,0.0,0.0,0.0,0.0,-0.000228,0.178091,0.00022
8.09723211756712e-06,0.0028158339376591,0.652676951432696,0.0,0.0,0.0,0.0,-0.00027,0.197692,0.00027
9.19981288576071e-06,0.0030659200804688,0.681013365859124,0.0,0.0,0.0,0.0,-0.000319,0.219,0.00032
1.03981756881302e-05,0.0033266322174859,0.709344567745396,0.0,0.0,0.0,0.0,-0.000371,0.242096,0.000389
1.16963052044002e-05,0.0035979683531951,0.737670340241836,0.0,0.0,0.0,0.0,-0.000428,0.265868,0.000459
1.30981853506657e-05,0.0038799264107643,0.765990466540326,0.0,0.0,0.0,0.0,-0.000491,0.291311,0.000539
1.46077992489037e-05,0.00417250423206,0.794304729875963,0.0,0.0,0.0,0.0,-0.000557,0.318562,0.000639
