thita,thita_dot,thita_double_dot,phi,phi_dot,phi_double_dot,W_dot_plus,lift,drag,power
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
4.61994736869817e-10,3.69575624272668e-06,0.0197096170003481,0.0,0.0,0.0,0.0,0.0,0.00026,-0.0
3.6959536514608102e-09,1.47829966843707e-05,0.0394190831480368,0.0,0.0,0.0,0.0,0.0,0.001476,0.0
1.24738197054714e-08,3.326163646586e-05,0.0591282475915611,0.0,0.0,0.0,0.0,0.0,0.001756,0.0
2.95674934293919e-08,5.91315341562301e-05,0.0788369594817251,0.0,0.0,0.0,0.0,0.0,0.003882,0.0
5.77488117052257e-08,9.2392491753374e-05,0.0985450679727971,0.0,0.0,0.0,0.0,0.0,0.005322,0.0
9.97895265546543e-08,0.0001330442546861,0.118252422223663,0.0,0.0,0.0,0.0,0.0,0.008174,0.0
1.58461283920711e-07,0.0001810865118155,0.137958871398982,0.0,0.0,0.0,0.0,-0.0,0.010662,0.0
2.36535602459507e-07,0.0002365188954378,0.157664264670341,0.0,0.0,0.0,0.0,-0.0,0.013803,0.0
3.36783852321066e-07,0.0002993409812868,0.177368451217407,0.0,0.0,0.0,0.0,-1e-06,0.017242,0.0
4.61977233943564e-07,0.0003695522885374,0.197071280229084,0.0,0.0,0.0,0.0,-1e-06,0.021675,0.0
6.14886756840866e-07,0.0004471522798094,0.216772600904667,0.0,0.0,0.0,0.0,-3e-06,0.02615,1e-05
7.98283218393832e-07,0.0005321403611707,0.236472262454994,0.0,0.0,0.0,0.0,-6e-06,0.031381,1e-05
1.01493718264498e-06,0.0006245158821435,0.256170114103601,0.0,0.0,0.0,0.0,-1.1e-05,0.037217,1e-05
1.26761895908893e-06,0.0007242781357074,0.27586600508788,0.0,0.0,0.0,0.0,-1.8e-05,0.044286,2e-05
1.55909858147674e-06,0.0008314263583065,0.295559784660225,0.0,0.0,0.0,0.0,-2.8e-05,0.051502,2e-05
1.89214578660425e-06,0.0009459597298539,0.315251302089193,0.0,0.0,0.0,0.0,-4.1e-05,0.059633,3e-05
2.26952999312222e-06,0.0010678773737388,0.334940406660655,0.0,0.0,0.0,0.0,-5.7e-05,0.069105,4e-05
2.69402028034065e-06,0.001197178356833,0.354626947678948,0.0,0.0,0.0,0.0,-7.6e-05,0.078592,5e-05
3.16838536702218e-06,0.0013338616894979,0.374310774468031,0.0,0.0,0.0,0.0,-9.8e-05,0.089165,6e-05
3.69539359020648e-06,0.0014779263255922,0.393991736372636,0.0,0.0,0.0,0.0,-0.000123,0.100324,7e-05
4.27781288401366e-06,0.0016293711624799,0.413669682759422,0.0,0.0,0.0,0.0,-0.000152,0.112978,9e-05
4.91841075845953e-06,0.0017881950410387,0.433344463018131,0.0,0.0,0.0,0.0,-0.000183,0.125854,0.00011
