thita,thita_dot,thita_double_dot,phi,phi_dot,phi_double_dot,W_dot_plus,lift,drag,power
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
4.72504310316509e-10,3.77982002943498e-06,0.0201578887568815,0.0,0.0,0.0,0.0,0.0,0.00026,-0.0
3.7800301428517304e-09,1.51192511877039e-05,0.040315623229469,0.0,0.0,0.0,0.0,0.0,0.001488,0.0
1.27575773214762e-08,3.40182066852469e-05,0.0604730491346492,0.0,0.0,0.0,0.0,0.0,0.001692,0.0
3.02401022721862e-08,6.0476541873419e-05,0.0806300121916706,0.0,0.0,0.0,0.0,0.0,0.003919,0.0
5.9062496326469e-08,9.4494054245477e-05,0.100786358123324,0.0,0.0,0.0,0.0,0.0,0.00592,0.0
1.02059564022526e-07,0.0001360704834385,0.120941932657124,0.0,0.0,0.0,0.0,0.0,0.007607,0.0
1.62066001407729e-07,0.0001852055112351,0.14109658152649,0.0,0.0,0.0,0.0,-0.0,0.011037,0.0
2.41916374343963e-07,0.0002418987615661,0.161250150471924,0.0,0.0,0.0,0.0,0.0,0.013662,0.0
3.44445096813621e-07,0.0003061498005132,0.181402485242195,0.0,0.0,0.0,0.0,-1e-06,0.017215,0.0
4.72486409219591e-07,0.000377958136312,0.201553431595518,0.0,0.0,0.0,0.0,-0.0,0.021652,0.0
6.2887435670024e-07,0.0004573232193567,0.221702835300736,0.0,0.0,0.0,0.0,-3e-06,0.025994,1e-05
8.16442767433265e-07,0.0005442444422031,0.241850542138496,0.0,0.0,0.0,0.0,-6e-06,0.031356,1e-05
1.03802523094768e-06,0.0006387211395745,0.261996397902435,0.0,0.0,0.0,0.0,-9e-06,0.037769,1e-05
1.29645507643493e-06,0.0007407525883658,0.282140248400357,0.0,0.0,0.0,0.0,-1.7e-05,0.044332,2e-05
1.59456535106775e-06,0.0008503380076496,0.302281939455414,0.0,0.0,0.0,0.0,-2.6e-05,0.051948,2e-05
1.93518879830786e-06,0.0009674765586817,0.322421316907285,0.0,0.0,0.0,0.0,-3.8e-05,0.06,3e-05
2.32115783623594e-06,0.0010921673449079,0.342558226613358,0.0,0.0,0.0,0.0,-5.3e-05,0.069437,4e-05
2.75530453586104e-06,0.0012244094119709,0.362692514449909,0.0,0.0,0.0,0.0,-6.9e-05,0.078874,5e-05
3.24046059945571e-06,0.0013642017477175,0.382824026313279,0.0,0.0,0.0,0.0,-8.8e-05,0.089428,6e-05
3.77945733887225e-06,0.0015115432822061,0.402952608121059,0.0,0.0,0.0,0.0,-0.000111,0.10126,7e-05
4.37512565388213e-06,0.0016664328877151,0.423078105813262,0.0,0.0,0.0,0.0,-0.000135,0.112647,9e-05
5.03029601050167e-06,0.0018288693787517,0.443200365353511,0.0,0.0,0.0,0.0,-0.000164,0.127236,0.00011
5.74779841933488e-06,0.0019988515120609,0.463319232730208,0.0,0.0,0.0,0.0,-0.000195,0.14023,0.00014
6.53046241389999e-06,0.0021763779866344,0.483434553957722,0.0,0.0,0.0,0.0,-0.000231,0.156484,0.00016
7.38111702899027e-06,0.0023614474437218,0.503546175077561,0.0,0.0,0.0,0.0,-0.00027,0.172207,0.0002
8.30259077901688e-06,0.0025540584668398,0.523653942159555,0.0,0.0,0.0,0.0,-0.000312,0.189439,0.00023
9.29771163633967e-06,0.0027542095817835,0.54375770130303,0.0,0.0,0.0,0.0,-0.000358,0.207406,0.00028
1.0369307009658e-05,0.0029618992566379,0.563857298637989,0.0,0.0,0.0,0.0,-0.000404,0.226933,0.00032
1.15202037223382e-05,0.0031771259017893,0.583952580326288,0.0,0.0,0.0,0.0,-0.000459,0.246856,0.000379
1.27532279907922e-05,0.0033998878699378,0.604043392562816,0.0,0.0,0.0,0.0,-0.000512,0.268095,0.000439
1.4071205402848e-05,0.0036301834561095,0.624129581576666,0.0,0.0,0.0,0.0,-0.000572,0.290983,0.000509
1.54769608961215e-05,0.0038680108976699,0.644210993632321,0.0,0.0,0.0,0.0,-0.000635,0.314226,0.000589
1.69733187363936e-05,0.0041133683743369,0.664287475030822,0.0,0.0,0.0,0.0,-0.000702,0.339053,0.000679
1.85631024959838e-05,0.0043662540081956,0.684358872110952,0.0,0.0,0.0,0.0,-0.000772,0.365303,0.000779
2.02491350321584e-05,0.0046266658637117,0.704425031250405,0.0,0.0,0.0,0.0,-0.000846,0.39222,0.000879
2.20342384655157e-05,0.0048946019477471,0.724485798866966,0.0,0.0,0.0,0.0,-0.000915,0.420412,0.000999
2.39212341583807e-05,0.0051700602095745,0.744541021419687,0.0,0.0,0.0,0.0,-0.000995,0.449582,0.001128
2.59129426932232e-05,0.0054530385408937,0.764590545410058,0.0,0.0,0.0,0.0,-0.001076,0.479791,0.001268
2.80121838510517e-05,0.0057435347758471,0.784634217383189,0.0,0.0,0.0,0.0,-0.001164,0.511811,0.001428
3.02217765898527e-05,0.0060415466910372,0.804671883928976,0.0,0.0,0.0,0.0,-0.00125,0.544994,0.001608
3.25445390230048e-05,0.0063470720055425,0.82470339168328,0.0,0.0,0.0,0.0,-0.001346,0.578584,0.001787
3.49832883977013e-05,0.0066601083809356,0.844728587329102,0.0,0.0,0.0,0.0,-0.001441,0.614767,0.001997
3.75408410733982e-05,0.0069806534213012,0.864747317597752,0.0,0.0,0.0,0.0,-0.001533,0.651099,0.002217
4.02200125002572e-05,0.0073087046732542,0.884759429270029,0.0,0.0,0.0,0.0,-0.001644,0.689,0.002457
4.30236171976014e-05,0.0076442596259583,0.904764769177384,0.0,0.0,0.0,0.0,-0.001756,0.728619,0.002726
4.59544687323553e-05,0.0079873157111458,0.9247631842031,0.0,0.0,0.0,0.0,-0.001852,0.768716,0.003006
