thita,thita_dot,thita_double_dot,phi,phi_dot,phi_double_dot,Linear_vel,lift
0,0,0,0,0,0,0,0
3.9697397153728e-10,3.17561159588087e-06,0.0169356278122263,0,0,0,0,0
3.1757881261407e-09,1.27024220782623e-05,0.0338711260026743,0,0,0,0,0
1.07182644167634e-08,2.85803585306237e-05,0.0508063649505578,0,0,0,0,0
2.54061883360428e-08,5.08092994268435e-05,0.0677412150370748,0,0,0,0,0
4.96212906867271e-08,7.93890746310146e-05,0.0846755466463995,0,0,0,0,0
8.57452293539017e-08,0.000114319465399564,0.101609230166674,0,0,0,0,0
1.36159571073302e-07,0.000155600204382541,0.118542135991003,0,0,0,0,0
2.03245773204754e-07,0.000203230975625647,0.135474134518439,0,0,0,0,-0
2.89385165505974e-07,0.000257211414572903,0.152405096154984,0,0,0,0,-0
3.96958931906012e-07,0.000317541108069325,0.169334891314572,0,0,0,0,-3e-06
5.2834809227941e-07,0.000384219594363871,0.186263390420067,0,0,0,0,-8e-06
6.85933484221083e-07,0.000457246363113309,0.203190463904253,0,0,0,0,-1.7e-05
8.72095744827316e-07,0.000536620855385813,0.220115982210824,0,0,0,0,-3.4e-05
1.08921529247065e-06,0.000622342463665656,0.237039815795378,0,0,0,0,-6e-05
1.3396723085859e-06,0.000714410531857272,0.253961835126407,0,0,0,0,-9.4e-05
1.62584671944903e-06,0.000812824355290958,0.27088191068629,0,0,0,0,-0.000139
1.95011817796027e-06,0.000917583180727675,0.287799912972281,0,0,0,0,-0.000194
2.31486604543521e-06,0.00102868620636512,0.304715712497506,0,0,0,0,-0.000258
2.72246937339157e-06,0.00114613258184381,0.321629179791946,0,0,0,0,-0.000331
3.1753068853388e-06,0.00126992140825353,0.338540185403436,0,0,0,0,-0.000413
3.67575695857495e-06,0.00140005173814042,0.35544859989865,0,0,0,0,-0.000504
4.22619760597844e-06,0.00153652257551383,0.372354293864096,0,0,0,0,-0.000608
4.82900645781497e-06,0.00167933287585445,0.389257137907102,0,0,0,0,-0.000721
5.48656074352933e-06,0.00182848154612183,0.406157002656811,0,0,0,0,-0.000852
6.20123727356021e-06,0.00198396744476294,0.423053758765167,0,0,0,0,-0.000997
6.97541242114497e-06,0.00214578938172117,0.439947276907908,0,0,0,0,-0.001154
7.81146210412724e-06,0.00231394611844492,0.456837427785553,0,0,0,0,-0.00133
8.71176176677752e-06,0.00248843636789736,0.473724082124397,0,0,0,0,-0.001517
9.67868636160802e-06,0.00266925879456659,0.490607110677493,0,0,0,0,-0.001718
1.07146103312047e-05,0.00285641201447506,0.507486384225646,0,0,0,0,-0.001933
1.18219075900452e-05,0.00304989459519108,0.524361773578403,0,0,0,0,-0.002163
1.30029515063189e-05,0.00324970505583899,0.541233149575038,0,0,0,0,-0.002401
