thita,thita_dot,thita_double_dot,phi,phi_dot,phi_double_dot,Linear_vel,lift
0,0,0,0,0,0,0,0
5.77338429410339e-10,4.61826235122233e-06,0.0246283495608354,0,0,0,0,0
4.6187021323451e-09,1.84730140547476e-05,0.0492565106064551,0,0,0,0,0
1.55880898671828e-08,4.15641490609546e-05,0.0738842946230862,0,0,0,0,0
3.69494473621407e-08,7.38914906208764e-05,0.0985115130998419,0,0,0,0,0
7.21666408024843e-08,0.00011545479128821,0.123137977530164,0,0,0,0,0
1.24703430313026e-07,0.000166253732920924,0.147763499413267,0,0,0,0,0
1.98023443449717e-07,0.00022628792668367,0.172387890255578,0,0,0,0,-0
2.95590148684304e-07,0.000295556913050596,0.197010961572184,0,0,0,0,-1e-06
4.20866828895271e-07,0.0003740601618095,0.22163252488827,0,0,0,0,-4e-06
5.77316554857724e-07,0.00046179707206491,0.246252391740566,0,0,0,0,-9e-06
7.68402158734072e-07,0.000558766972243711,0.270870373678786,0,0,0,0,-2e-05
9.9758620757412e-07,0.000664969120099569,0.295486282267072,0,0,0,0,-3.8e-05
1.26833097680104e-06,0.000780402702718687,0.320099929085436,0,0,0,0,-6.5e-05
1.58409842372244e-06,0.000905066836526506,0.344711125731203,0,0,0,0,-0.000102
1.94835016101741e-06,0.001038960567294,0.369319683820452,0,0,0,0,-0.000152
2.36454743025333e-06,0.00118208287014519,0.393925414989461,0,0,0,0,-0.000215
2.83615107538284e-06,0.00133443264956461,0.418528130896142,0,0,0,0,-0.000293
3.36662151625335e-06,0.00149600873940648,0.443127643221491,0,0,0,0,-0.000387
3.95941872212704e-06,0.00166680990290281,0.467723763671024,0,0,0,0,-0.000498
4.6180021851914e-06,0.0018468348326735,0.492316303976219,0,0,0,0,-0.000627
5.34583089407504e-06,0.00203608215073554,0.516905075895959,0,0,0,0,-0.000774
6.14636330738022e-06,0.00223455040851484,0.541489891217971,0,0,0,0,-0.000939
7.02305732720597e-06,0.00244223808685599,0.566070561760267,0,0,0,0,-0.001123
7.97937027268275e-06,0.00265914359603459,0.590646899372587,0,0,0,0,-0.001326
9.01875885349659e-06,0.00288526527576929,0.615218715937834,0,0,0,0,-0.001549
1.01446791434426e-05,0.00312060139523454,0.63978582337352,0,0,0,0,-0.001794
1.13605865539825e-05,0.00336515015307385,0.664348033633199,0,0,0,0,-0.002059
1.26699358077545e-05,0.00361890967741332,0.688905158707914,0,0,0,0,-0.002348
1.40761809121764e-05,0.00388187802587635,0.713457010627628,0,0,0,0,-0.002658
1.55827751329788e-05,0.00415405318559828,0.738003401462669,0,0,0,0,-0.002991
1.71931709677769e-05,0.00443543307324179,0.762544143325166,0,0,0,0,-0.003346
1.89108201196619e-05,0.00472601553501296,0.787079048370488,0,0,0,0,-0.003724
2.07391734707462e-05,0.0050257983466776,0.811607928798681,0,0,0,0,-0.004125
2.26816810557772e-05,0.0053347792135786,0.836130596855906,0,0,0,0,-0.004511
2.47417920357141e-05,0.00565295577065287,0.860646864835874,0,0,0,0,-0.004952
2.69229546713507e-05,0.00598032558245025,0.885156545081288,0,0,0,0,-0.005422
2.92286162968785e-05,0.00631688614315149,0.909659449985274,0,0,0,0,-0.005913
3.16622232935416e-05,0.00666263487658766,0.934155391992819,0,0,0,0,-0.006426
3.42272210632335e-05,0.00701756913626022,0.958644183602209,0,0,0,0,-0.006914
3.69270540021326e-05,0.00738168620536049,0.983125637366459,0,0,0,0,-0.00749
3.97651654743243e-05,0.00775498329679117,1.00759956589475,0,0,0,0,-0.008088
4.27449977854681e-05,0.0081374575531873,1.03206578185387,0,0,0,0,-0.008699
4.58699921564343e-05,0.00852910604693843,1.05652409796964,0,0,0,0,-0.00926
4.91435886969562e-05,0.00892992578021065,1.08097432702835,0,0,0,0,-0.0099
5.25692263793215e-05,0.00933991368496973,1.10541628187818,0,0,0,0,-0.010579
5.61503430120074e-05,0.00975906662300473,1.12984977543066,0,0,0,0,-0.011249
5.98903752134311e-05,0.0101873813859517,1.15427462066208,0,0,0,0,-0.012089
6.37927583855743e-05,0.0106248546953185,1.17869063061493,0,0,0,0,-0.012793
6.78609266877333e-05,0.0110714832025098,1.20309761839932,0,0,0,0,-0.013487
