thita,thita_dot,thita_double_dot,phi,phi_dot,phi_double_dot,W,W_dot_plus,lift
0,0,0,0,0,0,0,0,0
3.92113442925521e-10,3.13675309415365e-06,0.0167285197452643,0,0,0,0,0,0
3.1369039419867e-09,1.25469883687697e-05,0.0334569114558326,0,0,0,0,0,-0
1.05870305467651e-08,2.82306338010415e-05,0.0501850470979888,0,0,0,0,0,0
2.50951162933786e-08,5.01875693533826e-05,0.0669127986399767,0,0,0,0,0,0
4.90137301988161e-08,7.84176269745188e-05,0.0836400380529799,0,0,0,0,0,0
8.46953692555385e-08,0.00011292059060058,0.100366637312102,0,0,0,0,0,0
1.34492440424214e-07,0.000153696196157103,0.117092468397345,0,0,0,0,0,0
2.00757242632406e-07,0.00020074413156076,0.133817403294591,0,0,0,0,0,-0
2.85841948766156e-07,0.000254064036721814,0.150541313996582,0,0,0,0,0,-2e-06
3.92098587673645e-07,0.000313655503546853,0.167264072503898,0,0,0,0,0,-5e-06
5.21879026157132e-07,0.000379518075942061,0.183985550825937,0,0,0,0,0,-1.2e-05
6.77534950976973e-07,0.000451651249816498,0.200705620981896,0,0,0,0,0,-2.5e-05
8.61417850848893e-07,0.000530054473086194,0.21742415500175,0,0,0,0,0,-4.6e-05
1.07587899845013e-06,0.000614727145678062,0.23414102492723,0,0,0,0,0,-7.6e-05
1.3232694324217e-06,0.000705668619534809,0.250856102812804,0,0,0,0,0,-0.000116
1.60593993937486e-06,0.000802878198619674,0.267569260726656,0,0,0,0,0,-0.000168
1.92624103589699e-06,0.000906355138921976,0.284280370751664,0,0,0,0,0,-0.00023
2.28652295056368e-06,0.00101609864846248,0.300989304986381,0,0,0,0,0,-0.000303
2.68913560595175e-06,0.00113210788729987,0.317695935546011,0,0,0,0,0,-0.000387
3.13642860065065e-06,0.00125438196753673,0.334400134563392,0,0,0,0,0,-0.000483
3.63075119128111e-06,0.00138291995332668,0.351101774189971,0,0,0,0,0,-0.000591
4.17445227451441e-06,0.00151772086088152,0.367800726596782,0,0,0,0,0,-0.000713
4.76988036909455e-06,0.00165878365847856,0.38449686397543,0,0,0,0,0,-0.000849
5.41938359786467e-06,0.00180610726646848,0.401190058539062,0,0,0,0,0,-0.001001
6.12530966979417e-06,0.00195969055728404,0.41788018252335,0,0,0,0,0,-0.00117
6.89000586201011e-06,0.00211953235544822,0.434567108187466,0,0,0,0,0,-0.001355
7.71581900182999e-06,0.00228563143758342,0.451250707815063,0,0,0,0,0,-0.001557
8.60509544880458e-06,0.00245798653242084,0.467930853715248,0,0,0,0,0,-0.001775
9.56018107675496e-06,0.00263659632081016,0.484607418223563,0,0,0,0,0,-0.002011
1.05834212558224e-05,0.00282145943572965,0.501280273702961,0,0,0,0,0,-0.002265
1.16771608345125e-05,0.00301257446229654,0.517949292544782,0,0,0,0,0,-0.002535
1.28437441217566e-05,0.00320993993777826,0.53461434716973,0,0,0,0,0,-0.002822
1.40855148689516e-05,0.00341355435160289,0.551275310028853,0,0,0,0,0,-0.003128
1.54048162520495e-05,0.00362341614537149,0.56793205360451,0,0,0,0,0,-0.00345
1.68039908535934e-05,0.00383952371286945,0.58458445041136,0,0,0,0,0,-0.003791
1.82853806448154e-05,0.00406187540007931,0.601232372997326,0,0,0,0,0,-0.00415
1.9851326967691e-05,0.0042904695051927,0.617875693944576,0,0,0,0,0,-0.004528
2.15041705170271e-05,0.00452530427862428,0.6345142858705,0,0,0,0,0,-0.004889
2.32462513225506e-05,0.00476637792302433,0.651148021428678,0,0,0,0,0,-0.005298
2.50799087309977e-05,0.00501368859329293,0.667776773309863,0,0,0,0,0,-0.005736
2.70074813881968e-05,0.0052672343965939,0.684400414242951,0,0,0,0,0,-0.006185
2.90313072211895e-05,0.00552701339236943,0.701018816995952,0,0,0,0,0,-0.006652
3.11537234203212e-05,0.00579302359235496,0.717631854376973,0,0,0,0,0,-0.007135
3.33770664213614e-05,0.00606526296059401,0.73423939923518,0,0,0,0,0,-0.007638
3.57036718876128e-05,0.00634372941345441,0.750841324461782,0,0,0,0,0,-0.00816
3.81358746920494e-05,0.00662842081964358,0.767437502990995,0,0,0,0,0,-0.008653
4.0676008899429e-05,0.00691933500022541,0.784027807801021,0,0,0,0,0,-0.009223
4.33264077484455e-05,0.00721646972863655,0.800612111915016,0,0,0,0,0,-0.009815
4.60894036338556e-05,0.00751982273070351,0.817190288402063,0,0,0,0,0,-0.010344
4.89673280886336e-05,0.0078293916846603,0.833762210378148,0,0,0,0,0,-0.010941
5.19625117661298e-05,0.00814517422116602,0.85032775100712,0,0,0,0,0,-0.011575
5.50772844222423e-05,0.00846716792332286,0.866886783501675,0,0,0,0,0,-0.012213
5.83139748975522e-05,0.00879537032669487,0.883439181124317,0,0,0,0,0,-0.012858
6.16749110995388e-05,0.00912977891932665,0.899984817188331,0,0,0,0,0,-0.013625
6.51624199847228e-05,0.00947039114176283,0.916523565058756,0,0,0,0,0,-0.01429
6.87788275409156e-05,0.00981720438706705,0.933055298153347,0,0,0,0,0,-0.014984
7.25264587693402e-05,0.0101702160008428,0.94957988994355,0,0,0,0,0,-0.0156
7.64076376668942e-05,0.0105294232812529,0.966097213955468,0,0,0,0,0,-0.01635
8.04246872083509e-05,0.0108948234790405,0.982607143770828,0,0,0,0,0,-0.017123
8.45799293285618e-05,0.0112664137975506,0.999109553027952,0,0,0,0,0,-0.017904
8.88756849047009e-05,0.0116441913927506,1.01560431542272,0,0,0,0,0,-0.018688
9.33142737384931e-05,0.0120281533732525,1.03209130470954,0,0,0,0,0,-0.019475
9.78980145384719e-05,0.0124182968003352,1.04857039470231,0,0,0,0,0,-0.020232
0.000102629224902228,0.0128146186879668,1.06504145927539,0,0,0,0,0,-0.021061
0.000107510221298642,0.0132171160028272,1.08150437236457,0,0,0,0,0,-0.021911
0.000112543319050216,0.0136257856643319,1.09795900796801,0,0,0,0,0,-0.022763
0.00011773083231529,0.0140406245446548,1.11440524014725,0,0,0,0,0,-0.023625
0.000123075074070373,0.0144616294687533,1.13084294302811,0,0,0,0,0,-0.024448
0.000128578356092411,0.0148887972143911,1.14727199080173,0,0,0,0,0,-0.025343
0.000134242988941124,0.0153221245121642,1.16369225772547,0,0,0,0,0,-0.026257
0.000140071281941295,0.0157616080455251,1.1801036181239,0,0,0,0,0,-0.027126
0.000146065543165098,0.0162072444508086,1.19650594638977,0,0,0,0,0,-0.028061
0.000152228079414456,0.0166590303172574,1.21289911698493,0,0,0,0,0,-0.029011
0.00015856119620336,0.017116962187048,1.22928300444135,0,0,0,0,0,-0.029916
0.000165067197740233,0.0175810365553176,1.24565748336204,0,0,0,0,0,-0.030885
0.000171748386910284,0.0180512498701907,1.26202242842202,0,0,0,0,0,-0.031822
0.000178607065257919,0.0185275985328063,1.27837771436926,0,0,0,0,0,-0.032817
0.000185645532969072,0.0190100788973449,1.2947232160257,0,0,0,0,0,-0.033822
0.000192866088853641,0.0194986872710579,1.31105880828812,0,0,0,0,0,-0.03478
0.000200271030327884,0.0199934199142941,1.32738436612917,0,0,0,0,0,-0.035801
0.000207862653396811,0.0204942730405293,1.34369976459831,0,0,0,0,0,-0.036789
0.000215643252636647,0.0210012428163952,1.36000487882272,0,0,0,0,0,-0.037788
0.000223615121177259,0.0215143253617088,1.37629958400832,0,0,0,0,0,-0.038855
0.000231780550684588,0.0220335167495017,1.3925837554407,0,0,0,0,0,-0.039876
0.000240141831343126,0.0225588130060501,1.40885726848605,0,0,0,0,0,-0.04095
0.000248701251838383,0.0230902101109063,1.42511999859215,0,0,0,0,0,-0.041984
0.000257461099339381,0.0236277039969279,1.44137182128931,0,0,0,0,0,-0.043026
0.000266423659481121,0.02417129055031,1.45761261219133,0,0,0,0,0,-0.044088
0.000275591216347113,0.0247209656106166,1.47384224699642,0,0,0,0,0,-0.045211
0.000284966052451897,0.025276724970812,1.49006060148819,0,0,0,0,0,-0.046286
0.00029455044872355,0.0258385643772931,1.50626755153659,0,0,0,0,0,-0.047363
0.000304346684486251,0.0264064795299224,1.52246297309884,0,0,0,0,0,-0.047894
0.000314357037442832,0.0269804660820603,1.53864674222042,0,0,0,0,0,-0.048937
0.000324583783657348,0.027560519640599,1.55481873503597,0,0,0,0,0,-0.050103
0.000335029197537607,0.0281466357659955,1.57097882777028,0,0,0,0,0,-0.051292
0.000345695551817874,0.0287388099723059,1.5871268967392,0,0,0,0,0,-0.052441
0.00035658511754134,0.0293370377272199,1.60326281835062,0,0,0,0,0,-0.05357
0.000367700164042854,0.0299413144520951,1.6193864691054,0,0,0,0,0,-0.054718
0.000379042958931481,0.0305516355219923,1.63549772559832,0,0,0,0,0,-0.055888
0.000390615768073187,0.0311679962657108,1.65159646451901,0,0,0,0,0,-0.057009
0.000402420855573485,0.0317903919658242,1.66768256265293,0,0,0,0,0,-0.058194
0.000414460483760098,0.0324188178587166,1.68375589688225,0,0,0,0,0,-0.059374
0.00042673691316565,0.0330532691346189,1.69981634418687,0,0,0,0,0,-0.06012
0.000439252402510363,0.0336937409376454,1.71586378164529,0,0,0,0,0,-0.061236
0.000452009208684777,0.0343402283658315,1.73189808643561,0,0,0,0,0,-0.062655
0.000465009586732466,0.0349927264711711,1.74791913583643,0,0,0,0,0,-0.063827
0.000478255789832785,0.0356512302596538,1.7639268072278,0,0,0,0,0,-0.064981
0.00049175006928363,0.0363157346913042,1.77992097809216,0,0,0,0,0,-0.065877
0.000505494674484186,0.0369862346802195,1.7959015260153,0,0,0,0,0,-0.06716
0.000519491852917733,0.0376627250946089,1.81186832868724,0,0,0,0,0,-0.068386
0.000533743850134459,0.0383452007568331,1.82782126390324,0,0,0,0,0,-0.069598
