thita,thita_dot,thita_double_dot,phi,phi_dot,phi_double_dot,W,W_dot_plus,lift
0,0,0,0,0,0,0,0,0
5.15934479891661e-10,4.1271750919603e-06,0.0220099882024393,0,0,0,0,0,-0
4.12747109974883e-09,1.65086687781982e-05,0.0440198079395645,0,0,0,0,0,0
1.3930188306064e-08,3.71443862903835e-05,0.0660292907473512,0,0,0,0,0,0
3.30196171570974e-08,6.60341696818576e-05,0.0880382681643537,0,0,0,0,0,0
6.4491217631041e-08,0.000103177797829191,0.110046571732995,0,0,0,0,0,0
1.11440354932662e-07,0.000148574986433378,0.132054033000854,0,0,0,0,0,0
1.76962275798954e-07,0.000202225388022714,0.15406048352196,0,0,0,0,0,-0
2.64152084812737e-07,0.000264128591954949,0.176065754858074,0,0,0,0,0,1e-06
3.76104720708773e-07,0.000334284124420398,0.198069678579988,0,0,0,0,0,-4e-06
5.15914932686671e-07,0.000412691448446017,0.220072086268803,0,0,0,0,0,-3e-06
6.86677256721207e-07,0.000499349963898869,0.242072809517229,0,0,0,0,0,-1.2e-05
8.91485991882012e-07,0.000594259007491517,0.264071679930865,0,0,0,0,0,-2.5e-05
1.13343517664202e-06,0.000697417852786094,0.286068529129493,0,0,0,0,0,-4.3e-05
1.41561856520184e-06,0.000808825710201124,0.308063188748365,0,0,0,0,0,-7.4e-05
1.74112960380941e-06,0.000928481727016197,0.330055490439494,0,0,0,0,0,-0.000115
2.11306140707878e-06,0.00105638498737962,0.352045265872939,0,0,0,0,0,-0.000175
2.53450673431817e-06,0.00119253451231479,0.374032346738094,0,0,0,0,0,-0.000236
3.00855796585718e-06,0.00133692925972782,0.39601656474498,0,0,0,0,0,-0.000323
3.53830707937858e-06,0.00148956812441571,0.417997751625528,0,0,0,0,0,-0.000405
4.12684562625301e-06,0.00165044993807446,0.439975739134872,0,0,0,0,0,-0.000508
4.77726470786889e-06,0.00181957346930858,0.461950359052631,0,0,0,0,0,-0.000616
5.4926549519821e-06,0.00199693742363987,0.483921443184201,0,0,0,0,0,-0.000742
6.27610648905994e-06,0.00218254044351756,0.505888823362044,0,0,0,0,0,-0.000881
7.13070892862137e-06,0.0023763811083288,0.527852331446966,0,0,0,0,0,-0.00104
8.0595513355923e-06,0.0025784579344098,0.549811799329416,0,0,0,0,0,-0.001216
9.06572220666824e-06,0.00278876937505624,0.571767058930764,0,0,0,0,0,-0.001411
1.01523094466677e-05,0.00300731382053637,0.593717942204591,0,0,0,0,0,-0.001619
1.13224003448948e-05,0.0032340895981023,0.615664281137974,0,0,0,0,0,-0.001841
1.25790815515209e-05,0.00346909497200336,0.637605907752773,0,0,0,0,0,-0.00208
1.39254390539433e-05,0.00371232814349913,0.659542654106916,0,0,0,0,0,-0.00233
1.53645581531855e-05,0.00396378725087342,0.681474352295686,0,0,0,0,0,-0.002595
