thita,thita_dot,thita_double_dot,phi,phi_dot,phi_double_dot,W,W_dot_plus,lift
0.000110595629203791,0.0149814360745807,1.35113202475544,0,0,0,0,0,-0.016139
0.00011630969042919,0.0154924086212593,1.37382361546387,0,0,0,0,0,-0.016777
0.000122216978026102,0.0160118892648362,1.39650469062803,0,0,0,0,0,-0.017471
0.000128320682056031,0.0165398740290936,1.41917507664204,0,0,0,0,0,-0.018184
0.000134623991077087,0.0170763588727216,1.44183459998186,0,0,0,0,0,-0.01884
0.000141130092119564,0.0176213396893488,1.46448308720656,0,0,0,0,0,-0.019583
0.000147842170661543,0.0181748123075736,1.48712036495971,0,0,0,0,0,-0.020254
0.000154763410604497,0.0187367724909964,1.50974625997067,0,0,0,0,0,-0.02102
0.000161896994248949,0.0193072159382519,1.53236059905592,0,0,0,0,0,-0.021705
0.000169246102270066,0.0198861382830422,1.5549632091204,0,0,0,0,0,-0.022499
0.000176813913693378,0.0204735350941698,1.57755391715883,0,0,0,0,0,-0.023212
0.000184603605870394,0.0210694018755721,1.60013255025702,0,0,0,0,0,-0.024021
0.00019261835445431,0.0216737340663552,1.62269893559321,0,0,0,0,0,-0.024752
0.000200861333375671,0.0222865270408295,1.64525290043939,0,0,0,0,0,-0.025572
0.000209335714818139,0.0229077761085444,1.66779427216262,0,0,0,0,0,-0.026308
0.000218044669194116,0.0235374765143246,1.69032287822633,0,0,0,0,0,-0.027091
0.000226991365120576,0.0241756234383065,1.71283854619169,0,0,0,0,0,-0.027871
0.000236178969394739,0.024822211995975,1.73534110371889,0,0,0,0,0,-0.028722
0.000245610646969882,0.0254772372382008,1.75783037856846,0,0,0,0,0,-0.029493
0.000255289560931077,0.0261406941512785,1.78030619860261,0,0,0,0,0,-0.030301
0.000265218872471008,0.0268125776569649,1.80276839178653,0,0,0,0,0,-0.031096
0.000275401740865745,0.0274928826125176,1.82521678618973,0,0,0,0,0,-0.031916
0.000285841323450593,0.0281816038107349,1.8476512099873,0,0,0,0,0,-0.032735
0.000296540775595895,0.028878735979995,1.87007149146131,0,0,0,0,0,-0.033562
0.000307503250682927,0.0295842737842971,1.89247745900205,0,0,0,0,0,-0.033653
0.000318731900079688,0.0302982118233015,1.91486894110938,0,0,0,0,0,-0.034601
0.000330229873116852,0.0310205446323716,1.93724576639403,0,0,0,0,0,-0.035227
0.000342000317063633,0.0317512666826152,1.95960776357893,0,0,0,0,0,-0.036409
0.000354046377103667,0.0324903723809268,1.98195476150048,0,0,0,0,0,-0.037153
0.000366371196310977,0.033237856070031,2.00428658910993,0,0,0,0,0,-0.038038
0.000378977915625914,0.0339937120285256,2.0266030754746,0,0,0,0,0,-0.038796
0.000391869673831101,0.0347579344709246,2.04890404977926,0,0,0,0,0,-0.039756
0.000405049607527403,0.0355305175477038,2.07118934132743,0,0,0,0,0,-0.04059
0.000418520851109936,0.0363114553453443,2.09345877954263,0,0,0,0,0,-0.041504
0.000432286536744044,0.0371007418863788,2.11571219396975,0,0,0,0,0,-0.041912
0.000446349794341388,0.0378983711294366,2.13794941427632,0,0,0,0,0,-0.042927
0.000460713751535908,0.0387043369692903,2.16017027025383,0,0,0,0,0,-0.043944
0.000475381533659949,0.0395186332369024,2.18237459181903,0,0,0,0,0,-0.044828
0.00049035626372031,0.0403412536994725,2.20456220901521,0,0,0,0,0,-0.045003
0.000505641062374342,0.0411721920604849,2.22673295201354,0,0,0,0,0,-0.046049
0.000521239047906059,0.0420114419597568,2.24888665111433,0,0,0,0,0,-0.04676
0.000537153336202269,0.0428589969734875,2.27102313674836,0,0,0,0,0,-0.047817
0.000553387040728745,0.0437148506143067,2.29314223947816,0,0,0,0,0,-0.048817
0.000569943272506385,0.0445789963313248,2.31524378999933,0,0,0,0,0,-0.049264
0.000586825140087376,0.045451427510183,2.33732761914178,0,0,0,0,0,-0.049499
0.000604035749531415,0.0463321374731034,2.3593935578711,0,0,0,0,0,-0.05066
0.000621578204381957,0.0472211194789408,2.3814414372898,0,0,0,0,0,-0.051082
0.000639455605642411,0.048118366723234,2.40347108863862,0,0,0,0,0,-0.052466
0.000657671051752464,0.0490238723382575,2.42548234329783,0,0,0,0,0,-0.052875
0.000676227638564335,0.0499376293930749,2.44747503278851,0,0,0,0,0,-0.05383
0.000695128459319026,0.0508596308935912,2.46944898877384,0,0,0,0,0,-0.054337
0.000714376604622768,0.0517898697826068,2.49140404306037,0,0,0,0,0,-0.055535
0.000733975162423258,0.0527283389398712,2.51334002759937,0,0,0,0,0,-0.05555
0.00075392721798607,0.0536750311821376,2.53525677448805,0,0,0,0,0,-0.056656
0.000774235853870993,0.0546299392632181,2.55715411597085,0,0,0,0,0,-0.057071
0.000794904149908535,0.0555930558740389,2.57903188444078,0,0,0,0,0,-0.058259
0.000815935183176247,0.0565643736426964,2.60088991244065,0,0,0,0,0,-0.059077
0.000837332027975208,0.0575438851345133,2.62272803266436,0,0,0,0,0,-0.059925
0.000859097755806533,0.0585315828520959,2.6445460779582,0,0,0,0,0,-0.060329
0.000881235435347771,0.0595274592353917,2.66634388132211,0,0,0,0,0,-0.06267
0.00090374813242952,0.0605315066617464,2.68812127591097,0,0,0,0,0,-0.062827
0.000926638910011881,0.061543717445963,2.70987809503588,0,0,0,0,0,-0.063334
0.000949910828161074,0.0625640838403605,2.73161417216542,0,0,0,0,0,-0.064388
0.000973566944025954,0.0635925980348327,2.75332934092693,0,0,0,0,0,-0.064803
0.000997610311814665,0.0646292521569088,2.77502343510779,0,0,0,0,0,-0.065849
0.00102204398277124,0.065674038271813,2.79669628865671,0,0,0,0,0,-0.065461
0.00104687100515222,0.0667269483825255,2.81834773568495,0,0,0,0,0,-0.065815
0.00107209442420339,0.0677879744298437,2.83997761046763,0,0,0,0,0,-0.067376
0.0010977172821364,0.0688571082924439,2.86158574744499,0,0,0,0,0,-0.067207
0.00112374261810553,0.0699343417869432,2.88317198122367,0,0,0,0,0,-0.066538
0.00115017346818438,0.0710196666679626,2.90473614657795,0,0,0,0,0,-0.06789
0.00117701286534268,0.0721130746281899,2.92627807845101,0,0,0,0,0,-0.068019
0.00120426383942302,0.0732145572984429,2.94779761195623,0,0,0,0,0,-0.069652
0.00123192941711773,0.0743241062477344,2.96929458237844,0,0,0,0,0,-0.070317
0.00126001262194567,0.0754417129833354,2.99076882517515,0,0,0,0,0,-0.071435
0.00128851647422906,0.0765673689508416,3.01222017597785,0,0,0,0,0,-0.072194
0.00131744399107038,0.0777010655342376,3.03364847059323,0,0,0,0,0,-0.073192
0.00134679818632938,0.0788427940559637,3.05505354500448,0,0,0,0,0,-0.074033
0.00137658207059982,0.0799925457769819,3.07643523537252,0,0,0,0,0,-0.074848
0.00140679865118661,0.0811503118968427,3.09779337803723,0,0,0,0,0,-0.075589
0.0014374509320826,0.0823160835537529,3.11912780951876,0,0,0,0,0,-0.076312
0.00146854191394582,0.0834898518246431,3.14043836651874,0,0,0,0,0,-0.077045
0.0015000745940763,0.084671607725236,3.16172488592153,0,0,0,0,0,-0.077749
0.00153205196639325,0.0858613422101156,3.1829872047955,0,0,0,0,0,-0.078489
0.00156447702141211,0.0870590461727956,3.20422516039423,0,0,0,0,0,-0.079302
0.00159735274622165,0.0882647104457897,3.22543859015781,0,0,0,0,0,-0.080106
0.00163068212446112,0.089478325800682,3.24662733171404,0,0,0,0,0,-0.081018
0.00166446813629741,0.0906998829481968,3.26779122287969,0,0,0,0,0,-0.08194
0.00169871375840221,0.0919293725382706,3.28893010166173,0,0,0,0,0,-0.082851
0.00173342196392931,0.093166785160123,3.31004380625861,0,0,0,0,0,-0.08377
0.00176859572249174,0.0944121113423291,3.33113217506144,0,0,0,0,0,-0.084638
0.00180423800013911,0.095665341552892,3.35219504665526,0,0,0,0,0,-0.085489
0.00184035175933485,0.0969264661993155,3.37323225982029,0,0,0,0,0,-0.086348
0.00187693995893361,0.0981954756286777,3.39424365353313,0,0,0,0,0,-0.085879
0.00191400555415855,0.0994723601277049,3.41522906696801,0,0,0,0,0,-0.08722
0.00195155149657873,0.100757109922846,3.43618833949801,0,0,0,0,0,-0.088487
0.00198958073408655,0.102049715180346,3.45712131069631,0,0,0,0,0,-0.085952
0.00202809621087515,0.103350166006326,3.47802782033741,0,0,0,0,0,-0.083499
0.0020671008674159,0.10465845244685,3.49890770839833,0,0,0,0,0,-0.086544
0.00210659764043584,0.105974564488012,3.5197608150599,0,0,0,0,0,-0.087255
0.00214658946289534,0.107298492056003,3.54058698070789,0,0,0,0,0,-0.087945
0.00218707926396543,0.108630225017195,3.56138604593431,0,0,0,0,0,-0.086901
0.0022280699690056,0.109969753178214,3.5821578515386,0,0,0,0,0,-0.089841
0.00226956449954128,0.111317066286021,3.60290223852886,0,0,0,0,0,-0.087726
0.00231156577324149,0.112672154027989,3.62361904812304,0,0,0,0,0,-0.091211
0.00235407670389656,0.114035006031982,3.64430812175017,0,0,0,0,0,-0.091067
0.00239710020139579,0.115405611866434,3.6649693010516,0,0,0,0,0,-0.094508
0.00244063917170514,0.116783961040432,3.68560242788217,0,0,0,0,0,-0.09078
0.00248469651684509,0.118170043003791,3.70620734431146,0,0,0,0,0,-0.09539
0.00252927513486833,0.119563847147139,3.72678389262496,0,0,0,0,0,-0.094568
0.00257437791983764,0.120965362801996,3.74733191532529,0,0,0,0,0,-0.098456
0.00262000776180366,0.122374579240857,3.76785125513343,0,0,0,0,0,-0.100166
0.00266616754678289,0.123791485677274,3.7883417549899,0,0,0,0,0,-0.101531
0.00271286015673548,0.125216071265937,3.80880325805596,0,0,0,0,0,-0.100999
0.00276008846954325,0.126648325102759,3.82923560771483,0,0,0,0,0,-0.10266
0.00280785535898762,0.128088236224957,3.84963864757286,0,0,0,0,0,-0.104144
0.00285616369472761,0.12953579361114,3.87001222146075,0,0,0,0,0,-0.106749
0.00290501634227796,0.130990986181388,3.89035617343476,0,0,0,0,0,-0.107534
0.00295441616298707,0.132453802797342,3.91067034777784,0,0,0,0,0,-0.109301
0.00300436601401513,0.133924232262286,3.93095458900091,0,0,0,0,0,-0.110383
0.00305486874831235,0.135402263321234,3.95120874184397,0,0,0,0,0,-0.109527
0.00310592721459702,0.136887884661014,3.97143265127734,0,0,0,0,0,-0.109004
0.00315754425733375,0.138381084910358,3.99162616250283,0,0,0,0,0,-0.110204
0.00320972271671163,0.139881852639988,4.01178912095491,0,0,0,0,0,-0.112327
0.00326246542862264,0.141390176362702,4.03192137230192,0,0,0,0,0,-0.118074
0.00331577522463976,0.142906044533461,4.05202276244725,0,0,0,0,0,-0.114761
0.00336965493199544,0.144429445549483,4.07209313753047,0,0,0,0,0,-0.120177
0.00342410737355987,0.145960367750324,4.0921323439286,0,0,0,0,0,-0.116892
0.00347913536781942,0.147498799417974,4.11214022825718,0,0,0,0,0,-0.120775
0.0035347417288551,0.149044728776942,4.13211663737153,0,0,0,0,0,-0.114208
0.00359092926632089,0.150598143994351,4.15206141836787,0,0,0,0,0,-0.121805
0.00364770078542237,0.152159033180022,4.17197441858452,0,0,0,0,0,-0.121101
0.00370505908689519,0.15372738438657,4.19185548560306,0,0,0,0,0,-0.125401
0.00376300696698365,0.155303185609495,4.21170446724947,0,0,0,0,0,-0.121432
0.00382154721741929,0.156886424787273,4.23152121159535,0,0,0,0,0,-0.125391
0.00388068262539948,0.158477089801446,4.25130556695902,0,0,0,0,0,-0.124535
0.00394041597356618,0.16007516847672,4.27105738190674,0,0,0,0,0,-0.126387
0.00400075003998452,0.161680648581052,4.29077650525382,0,0,0,0,0,-0.124239
0.00406168759812167,0.163293517825751,4.31046278606582,0,0,0,0,0,-0.130046
0.0041232314168255,0.164913763865564,4.33011607365966,0,0,0,0,0,-0.129042
0.00418538426030345,0.166541374298776,4.34973621760482,0,0,0,0,0,-0.135149
0.00424814888810136,0.168176336667303,4.36932306772445,0,0,0,0,0,-0.134477
0.0043115280550823,0.16981863845679,4.38887647409655,0,0,0,0,0,-0.132709
0.00437552451140555,0.1714682670967,4.4083962870551,0,0,0,0,0,-0.135339
0.00444014100250554,0.173125209960419,4.42788235719121,0,0,0,0,0,-0.133028
0.0045053802690708,0.174789454365346,4.44733453535427,0,0,0,0,0,-0.131415
0.00457124504702297,0.176460987572992,4.46675267265309,0,0,0,0,0,-0.134067
0.00463773806749597,0.17813979678908,4.48613662045702,0,0,0,0,0,-0.130246
0.00470486205681496,0.17982586916364,4.50548623039712,0,0,0,0,0,-0.131854
0.00477261973647548,0.181519191791107,4.52480135436728,0,0,0,0,0,-0.131039
0.0048410138231228,0.183219751710422,4.54408184452534,0,0,0,0,0,-0.133127
0.00491004702853086,0.18492753590513,4.56332755329424,0,0,0,0,0,-0.136347
0.00497972205958172,0.186642531303481,4.58253833336315,0,0,0,0,0,-0.135648
0.00505004161824475,0.188364724778527,4.60171403768859,0,0,0,0,0,-0.136342
0.00512100840155595,0.190094103148225,4.62085451949555,0,0,0,0,0,-0.141473
0.00519262510159737,0.191830653175537,4.63995963227863,0,0,0,0,0,-0.141251
0.00526489440547639,0.193574361568534,4.65902922980314,0,0,0,0,0,-0.144317
0.00533781899530529,0.195325214980491,4.67806316610625,0,0,0,0,0,-0.139448
0.00541140154818053,0.197083200009998,4.69706129549807,0,0,0,0,0,-0.142733
0.00548564473616254,0.198848303201054,4.7160234725628,0,0,0,0,0,-0.139497
0.00556055122625498,0.200620511043176,4.73494955215982,0,0,0,0,0,-0.147829
0.0056361236803845,0.202399809971502,4.7538393894248,0,0,0,0,0,-0.141251
0.00571236475538033,0.20418618636689,4.77269283977082,0,0,0,0,0,-0.156306
0.00578927710295389,0.205979626556028,4.79150975888949,0,0,0,0,0,-0.134963
0.00586686336967857,0.207780116811535,4.81029000275202,0,0,0,0,0,-0.149826
0.00594512619696943,0.209587643352067,4.82903342761034,0,0,0,0,0,-0.130364
0.00602406822106298,0.211402192342425,4.84773988999822,0,0,0,0,0,-0.154207
0.00610369207299696,0.213223749893656,4.86640924673231,0,0,0,0,0,-0.142219
0.00618400037859037,0.215052302063162,4.88504135491333,0,0,0,0,0,-0.158104
0.00626499575842318,0.21688783485481,4.90363607192705,0,0,0,0,0,-0.150787
0.00634668082781629,0.218730334219032,4.92219325544549,0,0,0,0,0,-0.150773
0.00642905819681168,0.220579786052937,4.94071276342793,0,0,0,0,0,-0.135658
0.00651213047015226,0.222436176200421,4.95919445412203,0,0,0,0,0,-0.138739
0.00659590024726199,0.224299490452269,4.97763818606492,0,0,0,0,0,-0.133429
0.006680370122226,0.22616971454627,4.99604381808427,0,0,0,0,0,-0.128113
0.0067655426837707,0.228046834167323,5.01441120929938,0,0,0,0,0,-0.131874
0.00685142051524398,0.229930834947545,5.03274021912224,0,0,0,0,0,-0.127672
0.00693800619459545,0.231821702466387,5.05103070725864,0,0,0,0,0,-0.125955
0.00702530229435676,0.233719422250738,5.06928253370921,0,0,0,0,0,-0.115497
0.00711331138162176,0.235623979775038,5.0874955587705,0,0,0,0,0,-0.115968
0.00720203601802696,0.23753536046139,5.10566964303606,0,0,0,0,0,-0.092735
0.0072914787597319,0.239453549679672,5.12380464739751,0,0,0,0,0,-0.088856
0.00738164215739964,0.241378532747647,5.14190043304559,0,0,0,0,0,0.01598
0.00747252875617714,0.243310294931077,5.15995686147122,0,0,0,0,0,0.295435
0.00756414109567576,0.245248821443833,5.17797379446658,0,0,0,0,0,0.343864
0.00765648170995202,0.247194097448014,5.19595109412616,0,0,0,0,0,0.588272
0.00774955312748793,0.249146108054055,5.21388862284779,0,0,0,0,0,0.596752
0.0078433578711719,0.251104838320841,5.23178624333374,0,0,0,0,0,0.619921
0.0079378984582792,0.253070273255828,5.24964381859173,0,0,0,0,0,0.856172
0.00803317740045285,0.255042397815148,5.26746121193601,0,0,0,0,0,0.898371
0.00812919720368431,0.257021196903732,5.28523828698837,0,0,0,0,0,1.128451
0.00822596036829432,0.259006655375423,5.30297490767923,0,0,0,0,0,0.920329
0.00832346938891381,0.26099875803309,5.32067093824864,0,0,0,0,0,1.118853
0.00842172675446476,0.262997489628746,5.33832624324733,0,0,0,0,0,1.307364
0.00852073494814116,0.265002834863666,5.35594068753778,0,0,0,0,0,1.180914
0.00862049644738993,0.267014778388503,5.37351413629519,0,0,0,0,0,1.465881
0.00872101372389213,0.269033304803403,5.39104645500858,0,0,0,0,0,1.456108
0.00882228924354384,0.271058398658128,5.40853750948177,0,0,0,0,0,1.583971
0.00892432546643747,0.273090044452168,5.42598716583444,0,0,0,0,0,1.613637
0.00902712484684276,0.275128226634866,5.44339529050311,0,0,0,0,0,1.723858
0.00913068983318812,0.277172929605533,5.46076175024224,0,0,0,0,0,1.771608
0.00923502286804188,0.279224137713569,5.47808641212515,0,0,0,0,0,1.653021
0.00934012638809347,0.28128183525858,5.49536914354514,0,0,0,0,0,1.89839
0.00944600282413496,0.283346006490504,5.51260981221641,0,0,0,0,0,1.880776
0.00955265460104225,0.285416635609725,5.52980828617516,0,0,0,0,0,2.016936
0.00966008413775671,0.287493706767199,5.54696443378052,0,0,0,0,0,2.064107
0.00976829384726654,0.289577204064572,5.56407812371561,0,0,0,0,0,1.938784
0.00987728613658824,0.291667111554303,5.58114922498854,0,0,0,0,0,2.176646
0.0099870634067484,0.293763413239786,5.59817760693339,0,0,0,0,0,2.120977
0.0100976280527651,0.295866093075474,5.61516313921122,0,0,0,0,0,2.211885
0.0102089824636298,0.297975134966997,5.63210569181109,0,0,0,0,0,2.353479
0.0103211290222888,0.300090522771292,5.64900513505102,0,0,0,0,0,2.179159
0.0104340701056251,0.302212240296721,5.665861339579,0,0,0,0,0,2.418917
0.0105478080844404,0.304340271303197,5.68267417637398,0,0,0,0,0,2.125971
0.0106623453234366,0.306474599502309,5.69944351674686,0,0,0,0,0,2.493545
0.0107776841811981,0.308615208557445,5.71616923234146,0,0,0,0,0,2.151165
0.0108938270101734,0.310762082083919,5.73285119513553,0,0,0,0,0,2.544999
0.0110107761566573,0.312915203649095,5.74948927744169,0,0,0,0,0,2.174848
0.0111285339607727,0.315074556772512,5.76608335190846,0,0,0,0,0,2.540124
0.011247102756453,0.317240124926013,5.78263329152118,0,0,0,0,0,2.191577
0.0113664848714242,0.319411891533869,5.79913896960303,0,0,0,0,0,2.574205
0.0114866826271867,0.321589839972907,5.81560025981596,0,0,0,0,0,2.208964
0.011607698338998,0.323773953572636,5.83201703616168,0,0,0,0,0,2.589612
0.0117295343158549,0.325964215615378,5.84838917298262,0,0,0,0,0,2.24235
0.0118521928604754,0.32816060933639,5.86471654496288,0,0,0,0,0,2.323701
0.0119756762692815,0.330363117923998,5.88099902712923,0,0,0,0,0,2.340264
0.0120999868323818,0.332571724519723,5.89723649485199,0,0,0,0,0,2.313465
0.0122251268335532,0.33478641221841,5.91342882384608,0,0,0,0,0,2.481593
0.0123510985502243,0.33700716406836,5.92957589017189,0,0,0,0,0,2.273796
0.0124779042534573,0.339233963071455,5.94567757023626,0,0,0,0,0,2.53227
0.012605546207931,0.341466792183292,5.96173374079344,0,0,0,0,0,2.302203
0.0127340266719235,0.343705634313312,5.97774427894602,0,0,0,0,0,2.336007
0.0128633478972945,0.345950472324931,5.99370906214586,0,0,0,0,0,2.393874
0.0129935121294685,0.348201289035673,6.00962796819503,0,0,0,0,0,2.341747
0.0131245216074173,0.350458067217296,6.02550087524679,0,0,0,0,0,2.493754
0.0132563785636431,0.352720789595931,6.04132766180645,0,0,0,0,0,2.339447
0.0133890852241614,0.354989438852209,6.05710820673234,0,0,0,0,0,2.353071
0.0135226438084837,0.357263997621396,6.07284238923676,0,0,0,0,0,2.365063
0.0136570565296009,0.359544448493526,6.08853008888685,0,0,0,0,0,2.322464
0.0137923255939659,0.361830774013532,6.10417118560556,0,0,0,0,0,2.295119
0.0139284532014772,0.364122956681382,6.11976555967252,0,0,0,0,0,2.313304
0.0140654415454616,0.366420978952213,6.13531309172503,0,0,0,0,0,2.2876
0.0142032928126579,0.368724823236463,6.15081366275888,0,0,0,0,0,2.267378
0.0143420091831996,0.371034471900008,6.16626715412935,0,0,0,0,0,2.279949
0.0144815928305987,0.373349907264295,6.18167344755206,0,0,0,0,0,2.264701
0.014622045921729,0.375671111606479,6.19703242510389,0,0,0,0,0,2.254465
0.014763370616809,0.377998067159558,6.21234396922388,0,0,0,0,0,2.256448
0.0149055690693861,0.380330756112509,6.22760796271417,0,0,0,0,0,2.228783
0.0150486434263197,0.382669160610424,6.24282428874082,0,0,0,0,0,2.21856
0.0151925958277647,0.385013262754648,6.25799283083478,0,0,0,0,0,2.226803
0.0153374284071553,0.387363044602913,6.27311347289272,0,0,0,0,0,2.189302
0.0154831432911888,0.389718488169479,6.28818609917797,0,0,0,0,0,2.194815
0.015629742599809,0.39207957542527,6.30321059432138,0,0,0,0,0,2.183151
0.01577722844619,0.394446288298011,6.3181868433222,0,0,0,0,0,2.185202
0.0159256029367205,0.396818608672368,6.33311473154897,0,0,0,0,0,2.132991
0.016074868170987,0.399196518390085,6.34799414474038,0,0,0,0,0,2.125742
0.0162250262417582,0.401579999250125,6.36282496900619,0,0,0,0,0,2.07822
0.0163760792349688,0.403969033008808,6.37760709082803,0,0,0,0,0,2.075258
0.0165280292297035,0.406363601379952,6.39234039706034,0,0,0,0,0,2.018365
0.0166808782981814,0.408763686035009,6.40702477493119,0,0,0,0,0,2.043611
0.0168346285057396,0.41116926860321,6.42166011204317,0,0,0,0,0,1.981408
0.0169892819108178,0.413580330671705,6.43624629637424,0,0,0,0,0,2.019885
0.0171448405649425,0.4159968537857,6.45078321627855,0,0,0,0,0,1.931464
0.0173013065127111,0.418418819448603,6.46527076048739,0,0,0,0,0,1.952848
0.0174586817917766,0.420846209122163,6.47970881810992,0,0,0,0,0,1.908789
0.0176169684328315,0.423279004226613,6.49409727863414,0,0,0,0,0,1.908772
0.0177761684595926,0.425717186140809,6.50843603192763,0,0,0,0,0,1.85097
0.0179362838887856,0.428160736202379,6.52272496823847,0,0,0,0,0,1.849371
0.0180973167301294,0.430609635707859,6.53696397819603,0,0,0,0,0,1.818287
0.018259268986321,0.433063865912842,6.55115295281184,0,0,0,0,0,1.763427
0.0184221426530196,0.435523408032115,6.56529178348041,0,0,0,0,0,1.737753
0.0185859397188321,0.437988243239811,6.57938036198006,0,0,0,0,0,1.753554
0.0187506621652974,0.440458352669544,6.59341858047374,0,0,0,0,0,1.744238
0.0189163119668713,0.442933717414561,6.60740633150989,0,0,0,0,0,1.726361
0.0190828910909114,0.445414318527882,6.62134350802322,0,0,0,0,0,1.698697
0.0192504014976621,0.447900137022449,6.63523000333555,0,0,0,0,0,1.668768
0.0194188451402395,0.450391153871266,6.64906571115665,0,0,0,0,0,1.666717
