thita,thita_dot,thita_double_dot,phi,phi_dot,phi_double_dot,W,W_dot_plus,lift
0,0,0,0,0,0,0,0,0
3.92155463846786e-10,3.13697719048712e-06,0.0167291172940075,0,0,0,0,0,0
3.13724010855701e-09,1.25478847506455e-05,0.0334581065395982,0,0,0,0,0,-0
1.05881651049741e-08,2.82326506473853e-05,0.0501868396893353,0,0,0,0,0,0
2.5097805604968e-08,5.01911548260117e-05,0.0669151886977423,0,0,0,0,0,0
4.9018982730704e-08,7.84232292112261e-05,0.0836430255222829,0,0,0,0,0,0
8.47044455662228e-08,0.000112928657708218,0.100370222124341,0,0,0,0,0,0
1.34506853150619e-07,0.00015370717620494,0.117096650470202,0,0,0,0,0,0
2.00778756467134e-07,0.000200758472573291,0.13382218253203,0,0,0,0,0,-0
2.85872580437578e-07,0.000254082186672118,0.150546690288851,0,0,0,0,0,1e-06
3.92140605917464e-07,0.000313677910349769,0.167270045727529,0,0,0,0,0,-4e-06
5.21934951690433e-07,0.000379545187447269,0.183992120843752,0,0,0,0,0,-6e-06
6.77607556463743e-07,0.000451683513801607,0.200712787643004,0,0,0,0,0,-1.5e-05
8.61510160867669e-07,0.00053009233724982,0.217431918141551,0,0,0,0,0,-2.7e-05
1.07599428945135e-06,0.000614771057633372,0.234149384367416,0,0,0,0,0,-5.4e-05
1.32341123268787e-06,0.000705719026802149,0.250865058361363,0,0,0,0,0,-8.4e-05
1.60611202897722e-06,0.000802935548620106,0.267578812177874,0,0,0,0,0,-0.000127
1.92644744664357e-06,0.000906419878970089,0.284290517886126,0,0,0,0,0,-0.000179
2.28676796595244e-06,0.00101617122575984,0.301000047570975,0,0,0,0,0,-0.000236
2.68942376111078e-06,0.00113218874892801,0.317707273333932,0,0,0,0,0,-0.000306
3.1367646822842e-06,0.00125447156045033,0.334412067294143,0,0,0,0,0,-0.000378
3.63114023760558e-06,0.00138301872434682,0.351114301589368,0,0,0,0,0,-0.00046
4.17489957520076e-06,0.0015178292566886,0.367813848376957,0,0,0,0,0,-0.000549
4.77039146519083e-06,0.00165890212560556,0.384510579834834,0,0,0,0,0,-0.000654
5.41996428173343e-06,0.00180623625129449,0.40120436816247,0,0,0,0,0,-0.000765
6.12596598503426e-06,0.00195983050602671,0.417895085581865,0,0,0,0,0,-0.000892
6.89074410337705e-06,0.00211968371415757,0.434582604338521,0,0,0,0,0,-0.001029
7.71664571516491e-06,0.00228579465213458,0.451266796702428,0,0,0,0,0,-0.001183
8.60601743094316e-06,0.00245816204850739,0.467947534969033,0,0,0,0,0,-0.001344
9.56120537544357e-06,0.00263678458393729,0.484624691460224,0,0,0,0,0,-0.001518
1.05845551696271e-05,0.00282166089120727,0.501298138525304,0,0,0,0,0,-0.0017
1.16784119127238e-05,0.00301278955523272,0.517967748541968,0,0,0,0,0,-0.001901
1.28451201642956e-05,0.00321016911307194,0.534633393917281,0,0,0,0,0,-0.002102
1.40870239262746e-05,0.00341379805393743,0.551294947088655,0,0,0,0,0,-0.002324
1.54064666250358e-05,0.00362367481920767,0.567952280524824,0,0,0,0,0,-0.002557
