thita,thita_dot,thita_double_dot,phi,phi_dot,phi_double_dot,W,W_dot_plus,lift
0,0,0,0,0,0,0,0,0
6.86198525119661e-10,5.48931791476888e-06,0.0292749095542125,0,0,0,0,0,0
5.48958189847673e-09,2.1957229645347e-05,0.0585495950477071,0,0,0,0,0,0
1.85273034568389e-08,4.94036091518226e-05,0.0878238324214804,0,0,0,0,0,0
4.39164535134126e-08,8.78282463684195e-05,0.117097397619959,0,0,0,0,0,0
8.57740278479282e-08,0.000137230847205408,0.146370066592715,0,0,0,0,0,0
1.48216896197192e-07,0.000197611033551015,0.175641615296178,0,0,0,0,0,0
2.35361770742374e-07,0.000268968343274931,0.204911819695353,0,0,0,0,0,-0
3.51325174606711e-07,0.00035130223023133,0.234180455765534,0,0,0,0,0,-2e-06
5.00223410340773e-07,0.000444612064263175,0.263447299494018,0,0,0,0,0,-5e-06
6.86172528428878e-07,0.000548897131206992,0.292712126881821,0,0,0,0,0,-1.2e-05
9.1328829577498e-07,0.000664156632898607,0.321974713945389,0,0,0,0,0,-2.6e-05
1.1856861642097e-06,0.000790389687178872,0.351234836718318,0,0,0,0,0,-5e-05
1.50748123898556e-06,0.00092759532790084,0.380492271253063,0,0,0,0,0,-8.5e-05
1.88278824728773e-06,0.00107577250493661,0.409746793622653,0,0,0,0,0,-0.000134
2.31572150673797e-06,0.00123492008418592,0.438998179922408,0,0,0,0,0,-0.000201
2.81039489390601e-06,0.00140503684758443,0.468246206271648,0,0,0,0,0,-0.000286
3.37092181281972e-06,0.00158612149311346,0.497490648815412,0,0,0,0,0,-0.000391
4.00141516348644e-06,0.00177817263480934,0.526731283726167,0,0,0,0,0,-0.000518
4.70598731041556e-06,0.00198118880277477,0.55596788720552,0,0,0,0,0,-0.000667
5.48875005113864e-06,0.00219516844318928,0.585200235485936,0,0,0,0,0,-0.000837
6.35381458474194e-06,0.00242010991832168,0.614428104832448,0,0,0,0,0,-0.00103
7.30529148040021e-06,0.00265601150654266,0.643651271544369,0,0,0,0,0,-0.001247
8.34729064591546e-06,0.00290287140233747,0.672869511957002,0,0,0,0,0,-0.001488
9.48392129626317e-06,0.00316068771631985,0.702082602443358,0,0,0,0,0,-0.001755
1.07192919221398e-05,0.00342945847524708,0.731290319415862,0,0,0,0,0,-0.00205
1.20575102585177e-05,0.00370918162203438,0.760492439328066,0,0,0,0,0,-0.002373
1.35026832532025e-05,0.00399985501577098,0.78968873867636,0,0,0,0,0,-0.002727
1.5058917035408e-05,0.00430147643173648,0.818878994001683,0,0,0,0,0,-0.00311
1.67303168843212e-05,0.00461404356141778,0.848062981891235,0,0,0,0,0,-0.003524
1.85209871976892e-05,0.00493755401252689,0.877240478980181,0,0,0,0,0,-0.003968
2.04350314603969e-05,0.00527200530901895,0.906411261953368,0,0,0,0,0,-0.004444
2.24765522130741e-05,0.00561739489111195,0.935575107547028,0,0,0,0,0,-0.004911
2.46496510206653e-05,0.00597372011530506,0.964731792550492,0,0,0,0,0,-0.00544
2.69584284410866e-05,0.00634097825440011,0.993881093807893,0,0,0,0,0,-0.006012
2.94069839937884e-05,0.00671916649752153,1.02302278821988,0,0,0,0,0,-0.006607
3.1999416128427e-05,0.00710828195013878,1.05215665274532,0,0,0,0,0,-0.007233
3.47398221934593e-05,0.00750832163408723,1.08128246440301,0,0,0,0,0,-0.007842
3.76322984047975e-05,0.00791928248759249,1.11040000027337,0,0,0,0,0,-0.008542
4.06809398144635e-05,0.00834116136529258,1.13950903750019,0,0,0,0,0,-0.009282
4.3889840279246e-05,0.00877395503826263,1.16860935329226,0,0,0,0,0,-0.010046
