thita,thita_dot,thita_double_dot,phi,phi_dot,phi_double_dot,Linear_vel,lift
0,0,0,0,0,0,0,0
4.17477088457381e-10,3.33953165110633e-06,0.017809308485738,0,0,0,0,0
3.33981287303903e-09,1.33581010430247e-05,0.035618480654925,0,0,0,0,0
1.12718468771949e-08,3.00556314911656e-05,0.0534273801920536,0,0,0,0,0
2.6718380278364e-08,5.34319951888164e-05,0.0712358707837031,0,0,0,0,0
5.21841567377601e-08,8.34870132080134e-05,0.0890438161195828,0,0,0,0,0
9.01738432249532e-08,0.000120220455500607,0.106851079893576,0,0,0,0,0
1.43192010850825e-07,0.00016363204090049,0.124657525804782,0,0,0,0,-1e-06
2.13743115692577e-07,0.000213721437125246,0.14246301755856,0,0,0,0,2e-06
3.04331479627629e-07,0.000270488260779052,0.160267418867575,0,0,0,0,-6e-06
4.17461271164118e-07,0.000333932077355784,0.178070593452836,0,0,0,0,-0
5.55636486271579e-07,0.000404052401241725,0.195872405044742,0,0,0,0,-1.3e-05
7.21360929217308e-07,0.000480848695719633,0.213672717384125,0,0,0,0,-1.7e-05
9.17138193397045e-07,0.000564320372973205,0.231471394223293,0,0,0,0,-4.1e-05
1.14547164218193e-06,0.000654466794090845,0.249268299327073,0,0,0,0,-5.6e-05
1.40886438974465e-06,0.000751287269071097,0.26706329647385,0,0,0,0,-9.6e-05
1.7098192819079e-06,0.000854781056827776,0.284856249456618,0,0,0,0,-0.000131
2.05083887698681e-06,0.000964947365195588,0.302647022084013,0,0,0,0,-0.000189
2.43442542662757e-06,0.00108178535093613,0.320435478181363,0,0,0,0,-0.000239
2.86308085666423e-06,0.0012052941197446,0.338221481591726,0,0,0,0,-0.000316
3.33930674796035e-06,0.00133547272625643,0.356004896176932,0,0,0,0,-0.000387
3.8656043172643e-06,0.00147232017405452,0.37378558581863,0,0,0,0,-0.000482
4.44447439806601e-06,0.00161583541567704,0.391563414419323,0,0,0,0,-0.00057
5.07841742145007e-06,0.00176601735262527,0.409338245903415,0,0,0,0,-0.000687
5.76993339696377e-06,0.00192286483537197,0.42710994421825,0,0,0,0,-0.000802
6.52152189347701e-06,0.00208637666337039,0.444878373335153,0,0,0,0,-0.000941
7.33568202004435e-06,0.00225655158506341,0.462643397250475,0,0,0,0,-0.001076
8.21491240679437e-06,0.00243338829789291,0.480404879986628,0,0,0,0,-0.00124
9.16171118578568e-06,0.00261688544830982,0.49816268559313,0,0,0,0,-0.001401
1.01785759718918e-05,0.00280704163178487,0.515916678147646,0,0,0,0,-0.001588
1.12680038436857e-05,0.00300385539281865,0.533666721757026,0,0,0,0,-0.001769
1.24324913243297e-05,0.00320732522495349,0.551412680558346,0,0,0,0,-0.001979
1.36745343624611e-05,0.00341744957078413,0.569154418719948,0,0,0,0,-0.002187
1.49966283130865e-05,0.00363422682197065,0.586891800442479,0,0,0,0,-0.002421
1.64012679184832e-05,0.00385765531924983,0.604624689959934,0,0,0,0,-0.00265
1.78909472891096e-05,0.00408773335244865,0.622352951540689,0,0,0,0,-0.002909
1.94681598845082e-05,0.00432445916049664,0.640076449488545,0,0,0,0,-0.003165
2.11353984942222e-05,0.0045678309314401,0.657795048143766,0,0,0,0,-0.003417
2.28951552187138e-05,0.00481784680245531,0.675508611884113,0,0,0,0,-0.003697
2.47499214502896e-05,0.00507450485986319,0.693217005125888,0,0,0,0,-0.003993
2.67021878540368e-05,0.0053378031391438,0.71092009232497,0,0,0,0,-0.004305
2.87544443487477e-05,0.0056077396249515,0.728617737977849,0,0,0,0,-0.004619
3.09091800878709e-05,0.00588431225113021,0.746309806622667,0,0,0,0,-0.004947
3.31688834404535e-05,0.00616751890072926,0.763996162840255,0,0,0,0,-0.005286
3.55360419720989e-05,0.00645735740601986,0.781676671255165,0,0,0,0,-0.005645
3.80131424259179e-05,0.0067538255485111,0.799351196536714,0,0,0,0,-0.00596
4.06026707035044e-05,0.00705692105896767,0.817019603400012,0,0,0,0,-0.006366
4.33071118459079e-05,0.00736664161742655,0.834681756607001,0,0,0,0,-0.006756
4.61289500146035e-05,0.00768298485321526,0.85233752096749,0,0,0,0,-0.007107
4.9070668472479e-05,0.00800594834496984,0.869986761340191,0,0,0,0,-0.007515
5.21347495648414e-05,0.00833552962065325,0.887629342633751,0,0,0,0,-0.007912
5.53236747003949e-05,0.00867172615757449,0.905265129807788,0,0,0,0,-0.008354
5.86399243322626e-05,0.00901453538240788,0.922893987873923,0,0,0,0,-0.008698
6.20859779389981e-05,0.00936395467121235,0.940515781896814,0,0,0,0,-0.009316
6.56643140056095e-05,0.00971998134945242,0.958130376995189,0,0,0,0,-0.009694
6.93774100045715e-05,0.0100826126920177,0.975737638342878,0,0,0,0,-0.010035
7.32277423768949e-05,0.0104518459232445,0.993337431169846,0,0,0,0,-0.01052
7.72177865131233e-05,0.0108276782169364,1.01092962076322,0,0,0,0,-0.010976
