thita,thita_dot,thita_double_dot,phi,phi_dot,phi_double_dot,Linear_vel,lift
0,0,0,0,0,0,0,0
5.75787161961335e-10,4.60585540836333e-06,0.0245621962752308,0,0,0,0,0
4.6062920063424e-09,1.84233863786498e-05,0.0491242045417728,0,0,0,0,0
1.55462057718226e-08,4.14524871457809e-05,0.0736858367923765,0,0,0,0,0
3.68501668101223e-08,7.36929814361399e-05,0.0982469050226704,0,0,0,0,0
7.19727341417409e-08,0.000115144622468374,0.1228072212326,0,0,0,0,0
1.24368361015087e-07,0.000165807092955129,0.147366597427868,0,0,0,0,0
1.97491368463128e-07,0.000225680005106262,0.171924845621372,0,0,0,0,-0
2.94795918863176e-07,0.00029476290063097,0.196481777834642,0,0,0,0,-1e-06
4.19735989497449e-07,0.000373055250741405,0.221037206099283,0,0,0,0,-5e-06
5.75765346116511e-07,0.000460556456157482,0.245590942458412,0,0,0,0,-1.2e-05
7.6633751649905e-07,0.000557265847110485,0.270142798968095,0,0,0,0,-2.4e-05
9.94905764022103e-07,0.000663182683348811,0.294692587698789,0,0,0,0,-4.5e-05
1.2649230612224e-06,0.000778306154143587,0.319240120736776,0,0,0,0,-7.5e-05
1.57984206337338e-06,0.000902635378294277,0.343785210185606,0,0,0,0,-0.000116
1.94311508204966e-06,0.00103616940413643,0.368327668167534,0,0,0,0,-0.00017
2.35819405870977e-06,0.00117890720954824,0.392867306824954,0,0,0,0,-0.000238
2.82853053826119e-06,0.0013308477019584,0.417403938321843,0,0,0,0,-0.000323
3.35757564265873e-06,0.00149198971835482,0.441937374845195,0,0,0,0,-0.000425
3.94878004447057e-06,0.00166233202529329,0.466467428606461,0,0,0,0,-0.000546
4.60559394047563e-06,0.00184187331890699,0.490993911842981,0,0,0,0,-0.000686
5.33146702525364e-06,0.00203061222491633,0.51551663681943,0,0,0,0,-0.000847
6.1298484647762e-06,0.00222854729863956,0.540035415829247,0,0,0,0,-0.001027
7.00418687001045e-06,0.00243567702500423,0.564550061196077,0,0,0,0,-0.001228
7.95793027051323e-06,0.00265199981855788,0.589060385275204,0,0,0,0,-0.001451
8.99452608805255e-06,0.00287751402348114,0.61356620045499,0,0,0,0,-0.001696
1.01174211102007e-05,0.00311221791359962,0.638067319158309,0,0,0,0,-0.001963
