thita,thita_dot,thita_double_dot,phi,phi_dot,phi_double_dot,W_dot_plus,lift
0,0,0,-0,-0,-0,0,0
3.51352203853607e-10,3.51328766868903e-06,0.0234203496961475,-9.00859909202024e-12,-9.00799955613583e-08,-0.000600493330021888,0,0
2.81081556520154e-09,1.4053133465048e-05,0.0468405846670842,-7.20687898242831e-11,-3.60319958242233e-07,-0.00120098649891856,0,-0
9.48649091550112e-09,3.16194857593153e-05,0.0702605901881613,-2.43232149314035e-10,-8.10719815362129e-07,-0.00180147934556486,0,0
2.24864584318028e-08,5.62122585019948e-05,0.0936802515358539,-5.76550225559735e-10,-1.4412794461596e-06,-0.0024019717088357,0,0
4.39187673127348e-08,8.78313312251293e-05,0.117099453988323,-1.12607452350043e-09,-2.25199868141955e-06,-0.00300246342760613,0,0
7.58914254506002e-08,0.000126476549041505,0.140518082825978,-1.94585648940081e-09,-3.2428773036223e-06,-0.00360295434075137,0,0
1.20512389104018e-07,0.00017214772264672,0.163936023332037,-3.08994749745657e-09,-4.41391504686903e-06,-0.00420344428714685,0,0
1.79889552576161e-07,0.000224844628319028,0.187353160793091,-4.6123988349438e-09,-5.76511159695638e-06,-0.00480393310566828,0,-1e-06
2.56130737883513e-07,0.000284567007921566,0.210769380499665,-6.56726168664048e-09,-7.29646659130184e-06,-0.00540442063519165,0,2e-06
3.51343684436437e-07,0.000351314568902512,0.234184567746779,-9.00858712303332e-09,-9.00797961909289e-06,-0.00600490671459332,0,-4e-06
4.67636038711663e-07,0.000425086984297001,0.257598607834509,-1.19904260827009e-08,-1.08996502210633e-05,-0.00660539118275,0,-4e-06
6.07115343925085e-07,0.000505883892729029,0.281011386068554,-1.55668293592104e-08,-1.29714778895678e-05,-0.00720587387853888,0,-1.3e-05
7.71889029711399e-07,0.000593704898412894,0.304422787760791,-1.97918475877225e-08,-1.52234620688056e-05,-0.00780635464083759,0,-2.6e-05
9.64064401803121e-07,0.000688549571154782,0.327832698229842,-2.47195312278117e-08,-1.76556021543731e-05,-0.0084068333085243,0,-4.6e-05
1.18574863170214e-06,0.000790417446355637,0.351241002801632,-3.04039305521101e-08,-2.02678974938604e-05,-0.00900730972047773,0,-7.9e-05
1.43904874635998e-06,0.000899308025012912,0.374647586809954,-3.68990956294179e-08,-2.30603473861056e-05,-0.0096077837155772,0,-0.000113
1.72607161786054e-06,0.00101522077372344,0.39805233559703,-4.42590763098535e-08,-2.60329510820897e-05,-0.0102082551327027,0,-0.000158
2.04892395308857e-06,0.00113815512468501,0.421455134514069,-5.25379222134967e-08,-2.91857077839671e-05,-0.0108087238107349,0,-0.000207
2.40971228342791e-06,0.00126811047570084,0.444855868921834,-6.17896827129176e-08,-3.25186166459606e-05,-0.0114091895885552,0,-0.00026
2.81054295442129e-06,0.00140508619018104,0.468254424191199,-7.20684069209469e-08,-3.60316767736154e-05,-0.0120096523050457,0,-0.000326
3.25352211547357e-06,0.00154908159714635,0.491650685703716,-8.34281436714571e-08,-3.97248872244706e-05,-0.0126101117990896,0,-0.000393
3.74075570951025e-06,0.00170009599123142,0.515044538852169,-9.59229415112095e-08,-4.35982470074622e-05,-0.0132105679095706,0,-0.000474
4.27434946268817e-06,0.00185812863268825,0.538435869041141,-1.096068486818e-07,-4.76517550832966e-05,-0.0138110204753735,0,-0.000562
4.85640887406153e-06,0.00202317874738972,0.561824561687576,-1.24533913105102e-07,-5.18854103643753e-05,-0.0144114693353841,0,-0.000656
5.4890392052764e-06,0.00219524552683325,0.585210502221334,-1.40758182371615e-07,-5.62992117146461e-05,-0.015011914328489,0,-0.000765
6.17434547025289e-06,0.00237432812814526,0.60859357608576,-1.58333703720084e-07,-6.08931579498271e-05,-0.0156123552935761,0,-0.000876
6.91443242488219e-06,0.00256042567408482,0.631973668738239,-1.77314524029346e-07,-6.5667247837257e-05,-0.0162127920695341,0,-0.001003
7.71140455670246e-06,0.00275353725304812,0.65535066565076,-1.97754689799694e-07,-7.062148009597e-05,-0.0168132244952531,0,-0.001131
8.56736607460711e-06,0.00295366191907277,0.678724452310479,-2.19708247141812e-07,-7.57558533966211e-05,-0.0174136524096242,0,-0.001278
9.48442089852321e-06,0.0031607986918429,0.702094914220272,-2.43229241759885e-07,-8.10703663615609e-05,-0.0180140756515396,0,-0.001422
1.0464672649111e-05,0.00337494655669345,0.725461936899308,-2.68371718934128e-07,-8.65650175647608e-05,-0.0186144940598931,0,-0.001584
1.15102246374597e-05,0.00359610446461528,0.748825405883599,-2.95189723516129e-07,-9.22398055318875e-05,-0.0192149074735795,0,-0.001756
1.26231798547858e-05,0.00382427133226055,0.772185206726565,-3.23737299900891e-07,-9.80947287403033e-05,-0.019815315731495,0,-0.001937
1.3805640962124e-05,0.00405944604194754,0.795541224999597,-3.54068492023343e-07,-0.000104129785619066,-0.0204157186725372,0,-0.002134
1.50597102800379e-05,0.00430162744166686,0.818893346292611,-3.86237343338533e-07,-0.000110344974548705,-0.0210161161356052,0,-0.002331
1.63874897783132e-05,0.00455081434508633,0.842241456214618,-4.20297896809988e-07,-0.000116740293861594,-0.0216165079595995,0,-0.002539
1.77910810656662e-05,0.00480700553155743,0.865585440394273,-4.563041948934e-07,-0.000123315741841802,-0.0222168939834222,0,-0.002754
1.92725853794443e-05,0.00507019974612033,0.888925184480445,-4.9431027951683e-07,-0.000130071316724946,-0.0228172740459767,0,-0.002976
2.08341035753369e-05,0.00534039569951142,0.912260574142772,-5.34370192084199e-07,-0.00013700701669841,-0.0234176479861684,0,-0.003182
2.24777361170888e-05,0.00561759206816869,0.935591495072221,-5.76537973434527e-07,-0.000144122839901054,-0.0240180156429039,0,-0.003427
2.42055830661982e-05,0.00590178749423797,0.958917832981652,-6.2086766384775e-07,-0.000151418784423726,-0.0246183768550919,0,-0.003665
