thita,thita_dot,thita_double_dot,phi,phi_dot,phi_double_dot,W_dot_plus,drag
0.000130428725960181,0.0176679850033001,1.59341773952628,0,0,0,0,1.913213
0.000137167488835485,0.0182705877900575,1.62017839643157,0,0,0,0,1.991747
0.000144134129331193,0.0188832243889161,1.64692665204202,0,0,0,0,2.073355
0.000151332409581658,0.019505890110586,1.67366230161905,0,0,0,0,2.155495
0.000158766089948223,0.0201385801890108,1.70038514052059,0,0,0,0,2.240421
0.000166438928990407,0.020781289781405,1.72709496420261,0,0,0,0,2.326211
0.00017435468343715,0.0214340139682914,1.75379156822072,0,0,0,0,2.414587
0.000182517108158051,0.0220967477535377,1.78047474823171,0,0,0,0,2.503901
0.000190929956134609,0.022769486064396,1.8071442999951,0,0,0,0,2.595023
0.000199596978431532,0.0234522237515406,1.83380001937476,0,0,0,0,2.687679
0.000208521924168004,0.0241449555891077,1.86044170234042,0,0,0,0,2.782418
0.000217708540488971,0.0248476762747357,1.88706914496925,0,0,0,0,2.878862
0.000227160572536518,0.0255603804296057,1.9136821434474,0,0,0,0,2.976542
0.000236881763421125,0.0262830625984821,1.94028049407162,0,0,0,0,3.076096
0.000246875854193088,0.0270157172497555,1.96686399325075,0,0,0,0,3.176883
0.000257146583813831,0.0277583387754839,1.99343243750731,0,0,0,0,3.279923
0.000267697689127321,0.028510921491436,2.01998562347905,0,0,0,0,3.383736
0.000278532904831427,0.0292734596371351,2.04652334792054,0,0,0,0,3.490092
0.000289655963449396,0.0300459473759026,2.07304540770466,0,0,0,0,3.597135
0.000301070595301211,0.030828378794903,2.09955159982421,0,0,0,0,3.706341
0.000312780528475092,0.0316207479051894,2.12604172139345,0,0,0,0,3.816729
0.000324789488798938,0.0324230486417486,2.15251556964964,0,0,0,0,3.928307
0.000337101199811805,0.0332352748635486,2.1789729419546,0,0,0,0,4.041518
0.00034971938273542,0.0340574203535843,2.20541363579626,0,0,0,0,4.15668
0.00036264775644568,0.0348894788189261,2.23183744879022,0,0,0,0,4.272555
0.000375890037444207,0.0357314438907679,2.25824417868128,0,0,0,0,4.390728
0.000389449939829865,0.0365833091244752,2.28463362334502,0,0,0,0,4.509474
0.000403331175270387,0.0374450679996355,2.31100558078929,0,0,0,0,4.629859
0.000417537452973922,0.038316713920107,2.33735984915583,0,0,0,0,4.751984
0.000432072479660649,0.0391982402140704,2.36369622672175,0,0,0,0,4.874757
0.000446939959534404,0.0400896401340788,2.39001451190111,0,0,0,0,4.999742
0.000462143594254369,0.0409909068571099,2.41631450324647,0,0,0,0,5.125217
0.000477687082906661,0.0419020334846184,2.44259599945038,0,0,0,0,5.252731
0.000493574121976077,0.0428230130425881,2.46885879934699,0,0,0,0,5.380801
0.000509808405317805,0.0437538384815862,2.49510270191355,0,0,0,0,5.510264
0.000526393624129113,0.0446945026768165,2.52132750627194,0,0,0,0,5.640579
0.000543333466921079,0.0456449984281743,2.54753301169023,0,0,0,0,5.772898
0.000560631619490441,0.0466053184603015,2.57371901758423,0,0,0,0,5.905155
0.000578291764891317,0.0475754554226423,2.59988532351897,0,0,0,0,6.039826
0.000596317583407021,0.0485554018894994,2.62603172921029,0,0,0,0,6.174644
0.000614712752521914,0.0495451503600902,2.65215803452636,0,0,0,0,6.310641
0.00063348094689324,0.050544693258606,2.67826403948918,0,0,0,0,6.447535
0.00065262583832301,0.0515540229342678,2.70434954427615,0,0,0,0,6.586899
0.000672151095729888,0.0525731316613865,2.73041434922159,0,0,0,0,6.725934
0.00069206038512111,0.0536020116394212,2.75645825481824,0,0,0,0,6.865565
0.000712357369564427,0.0546406549930391,2.78248106171882,0,0,0,0,7.007055
0.000733045709160068,0.0556890537721758,2.80848257073756,0,0,0,0,7.149385
0.000754129061012709,0.0567471999520964,2.8344625828517,0,0,0,0,7.291958
0.000775611079203508,0.0578150854334564,2.860420899203,0,0,0,0,7.435403
0.000797495414762084,0.0588927020423642,2.88635732109933,0,0,0,0,7.579524
0.000819785715638675,0.0599800415304434,2.91227165001611,0,0,0,0,7.725094
0.000842485626676086,0.0610770955748959,2.93816368759788,0,0,0,0,7.870629
0.00086559878958188,0.0621838557785656,2.96403323565981,0,0,0,0,8.018058
0.000889128842900476,0.0633003136700033,2.98988009618919,0,0,0,0,8.16475
0.000913079421985273,0.0644264607035302,3.015704071347,0,0,0,0,8.312733
0.000937454158970909,0.0655622882593048,3.04150496346934,0,0,0,0,8.461768
0.000962256682745307,0.0667077876433879,3.06728257506906,0,0,0,0,8.610663
0.000987490618922072,0.0678629500878094,3.09303670883715,0,0,0,0,8.760464
0.00101315958981264,0.0690277667506355,3.11876716764433,0,0,0,0,8.911041
0.00103926721439855,0.0702022287160363,3.14447375454253,0,0,0,0,9.06154
0.00106581710830377,0.0713863269943545,3.1701562727664,0,0,0,0,9.212363
0.00109281288376702,0.0725800525221732,3.19581452573484,0,0,0,0,9.363989
0.00112025814961414,0.073783396162386,3.22144831705244,0,0,0,0,9.517072
0.00114815651123038,0.0749963487042671,3.24705745051107,0,0,0,0,9.668513
0.00117651157053297,0.0762189008635413,3.27264173009131,0,0,0,0,9.822333
0.00120532692594337,0.077451043282455,3.29820095996399,0,0,0,0,9.97481
0.00123460617235983,0.0786927665298486,3.32373494449168,0,0,0,0,10.129159
0.00126435290112984,0.0799440611012278,3.34924348823017,0,0,0,0,10.282454
0.00129457070002266,0.081204917418837,3.37472639593,0,0,0,0,10.436547
0.00132526315320188,0.082475325831732,3.40018347253791,0,0,0,0,10.59097
0.00135643384119789,0.0837552766158547,3.4256145231984,0,0,0,0,10.74515
0.00138808634088058,0.0850447599741067,3.45101935325513,0,0,0,0,10.899675
0.00142022422543193,0.0863437660364245,3.4763977682525,0,0,0,0,11.055
0.0014528510643186,0.0876522848598556,3.50174957393707,0,0,0,0,11.209711
0.00148597042326472,0.0889703064286339,3.5270745762591,0,0,0,0,11.364951
0.00151958586422446,0.0902978206542567,3.55237258137399,0,0,0,0,11.520515
0.00155370094535492,0.091634817375562,3.57764339564379,0,0,0,0,11.67553
0.00158831922098879,0.0929812863588059,3.60288682563868,0,0,0,0,11.831309
0.00162344424160713,0.0943372172977412,3.62810267813845,0,0,0,0,11.986313
0.00165907955381227,0.0957025998136967,3.65329076013397,0,0,0,0,12.141471
0.00169522870030061,0.0970774234556559,3.67845087882866,0,0,0,0,12.296414
0.00173189521983555,0.098461677700337,3.70358284164001,0,0,0,0,12.451797
0.00176908264722034,0.0998553519522743,3.728686456201,0,0,0,0,12.607185
0.00180679451327107,0.101258435543898,3.75376153036159,0,0,0,0,12.761506
0.00184503434478963,0.102670917735618,3.77880787219023,0,0,0,0,12.918512
0.00188380566453671,0.104092787715904,3.80382528997525,0,0,0,0,13.072599
0.00192311199120487,0.105524034601367,3.8288135922264,0,0,0,0,13.226868
0.00196295683939154,0.106964647436848,3.8537725876763,0,0,0,0,13.381823
0.00200334371957216,0.108414615195496,3.87870208528185,0,0,0,0,13.534621
0.00204427613807333,0.109873926778855,3.90360189422578,0,0,0,0,13.687779
0.00208575759704596,0.111342571016951,3.92847182391804,0,0,0,0,13.841097
0.0021277915944384,0.112820536668373,3.95331168399729,0,0,0,0,13.994816
0.00217038162396977,0.114307812420361,3.97812128433235,0,0,0,0,14.146758
0.00221353117510313,0.115804386888896,4.00290043502365,0,0,0,0,14.299377
0.00225724373301882,0.117310248618779,4.02764894640471,0,0,0,0,14.451477
0.00230152277858779,0.118825386083729,4.05236662904355,0,0,0,0,14.603895
0.00234637178834489,0.120349787686462,4.07705329374418,0,0,0,0,14.755172
0.00239179423446234,0.121883441758786,4.10170875154802,0,0,0,0,14.906875
0.00243779358472314,0.123426336561688,4.12633281373534,0,0,0,0,15.056572
0.00248437330249441,0.124978460285423,4.15092529182676,0,0,0,0,15.20773
0.00253153684670111,0.126539801049604,4.17548599758462,0,0,0,0,15.356916
0.00257928767179933,0.128110346903297,4.20001474301447,0,0,0,0,15.507434
0.00262762922774999,0.129690085825108,4.22451134036648,0,0,0,0,15.65885
0.00267656495999239,0.131279005723277,4.24897560213691,0,0,0,0,15.806786
0.00272609830941783,0.132877094435772,4.27340734106951,0,0,0,0,15.955344
0.0027762327123433,0.134484339730376,4.29780637015697,0,0,0,0,16.103429
0.00282697160048513,0.13610072930479,4.32217250264236,0,0,0,0,16.251785
0.00287831840093277,0.137726250786718,4.34650555202054,0,0,0,0,16.401217
0.00293027653612255,0.139360891733969,4.3708053320396,0,0,0,0,16.549332
0.00298284942381147,0.141004639634547,4.39507165670228,0,0,0,0,16.694931
0.00303604047705102,0.14265748190675,4.41930434026741,0,0,0,0,16.84072
0.0030898531041611,0.144319405899266,4.4435031972513,0,0,0,0,16.985607
0.00314429070870393,0.145990398891265,4.46766804242919,0,0,0,0,17.130843
0.00319935668945794,0.147670448092505,4.49179869083665,0,0,0,0,17.277628
0.00325505444039181,0.149359540643424,4.51589495777101,0,0,0,0,17.419471
0.0033113873506385,0.151057663615238,4.53995665879275,0,0,0,0,17.563954
0.00336835880446921,0.152764804010042,4.56398360972694,0,0,0,0,17.70494
0.00342597218126767,0.154480948760912,4.58797562666464,0,0,0,0,17.850508
0.00348423085550406,0.156206084731998,4.61193252596428,0,0,0,0,17.991346
0.00354313819670928,0.157940198718632,4.63585412425313,0,0,0,0,18.132001
0.00360269756944919,0.159683277447424,4.65974023842862,0,0,0,0,18.27296
0.00366291233329882,0.161435307576367,4.68359068565983,0,0,0,0,18.416123
0.00372378584281662,0.163196275694935,4.7074052833888,0,0,0,0,18.55376
0.00378532144751884,0.16496616832419,4.731183849332,0,0,0,0,18.693754
0.00384752249185388,0.166744971916883,4.75492620148169,0,0,0,0,18.832043
0.00391039231517662,0.168532672857558,4.77863215810733,0,0,0,0,18.973302
0.00397393425172303,0.170329257462656,4.80230153775694,0,0,0,0,19.108495
0.00403815163058443,0.17213471198062,4.82593415925853,0,0,0,0,19.247946
0.00410304777568218,0.173949022592001,4.84952984172146,0,0,0,0,19.383817
0.00416862600574218,0.175772175409561,4.87308840453782,0,0,0,0,19.525102
0.00423488963426939,0.177604156478384,4.89660966738386,0,0,0,0,19.661032
0.00430184196952266,0.179444951775978,4.92009345022128,0,0,0,0,19.795769
0.00436948631448911,0.181294547212386,4.94353957329872,0,0,0,0,19.929973
0.00443782596685926,0.18315292863029,4.96694785715303,0,0,0,0,20.06302
0.00450686421900132,0.185020081805124,4.99031812261073,0,0,0,0,20.197406
0.0045766043579364,0.18689599244518,5.01365019078931,0,0,0,0,20.329114
0.00464704966531308,0.188780646191718,5.03694388309865,0,0,0,0,20.459588
0.00471820341738243,0.190674028619074,5.06019902124238,0,0,0,0,20.593985
0.00479006888497285,0.192576125234775,5.08341542721921,0,0,0,0,20.724188
0.0048626493334651,0.194486921479645,5.10659292332434,0,0,0,0,20.859233
0.00493594802276725,0.19640640272792,5.12973133215077,0,0,0,0,20.9892
0.00500996820728978,0.198334554287358,5.15283047659072,0,0,0,0,21.121846
0.00508471313592066,0.200271361399352,5.17589017983692,0,0,0,0,21.248821
0.00516018605200042,0.202216809239044,5.198910265384,0,0,0,0,21.383513
0.00523639019329741,0.204170882915436,5.22189055702985,0,0,0,0,21.510394
0.00531332879198299,0.206133567471505,5.24483087887694,0,0,0,0,21.638515
0.00539100507460674,0.208104847884321,5.26773105533368,0,0,0,0,21.763421
0.0054694222620718,0.210084709065155,5.29059091111578,0,0,0,0,21.89261
0.00554858356961027,0.212073135859602,5.31341027124755,0,0,0,0,22.02041
0.0056284922067585,0.214070113047691,5.33618896106328,0,0,0,0,22.146648
0.00570915137733259,0.216075625344005,5.35892680620856,0,0,0,0,22.275119
0.00579056427940386,0.218089657397796,5.38162363264162,0,0,0,0,22.396621
0.00587273410527436,0.220112193793104,5.40427926663466,0,0,0,0,22.523231
0.00595566404145239,0.222143219048876,5.42689353477516,0,0,0,0,22.643672
0.0060393572686282,0.224182717619079,5.44946626396724,0,0,0,0,22.773067
0.00612381696164961,0.226230673892827,5.47199728143298,0,0,0,0,22.89435
0.00620904628949764,0.228287072194493,5.49448641471372,0,0,0,0,23.030376
0.00629504841526238,0.230351896783836,5.51693349167139,0,0,0,0,23.151028
0.00638182649611865,0.232425131856114,5.53933834048984,0,0,0,0,23.275298
0.00646938368330193,0.234506761542212,5.56170078967614,0,0,0,0,23.393245
0.00655772312208421,0.236596769908759,5.58402066806191,0,0,0,0,23.514225
0.00664684795174989,0.23869514095825,5.6062978048046,0,0,0,0,23.634082
0.00673676130557178,0.240801858629172,5.62853202938883,0,0,0,0,23.753963
0.00682746631078709,0.242916906796123,5.65072317162768,0,0,0,0,23.875704
0.00691896608857351,0.245040269269938,5.67287106166398,0,0,0,0,23.992586
0.00701126375402539,0.247171929797812,5.69497552997166,0,0,0,0,24.114955
0.0071043624161297,0.249311872063423,5.71703640735696,0,0,0,0,24.230364
0.00719826517774249,0.251460079687061,5.73905352495983,0,0,0,0,24.346771
0.0072929751355649,0.253616536225747,5.76102671425513,0,0,0,0,24.461506
0.00738849538011968,0.255781225173365,5.78295580705398,0,0,0,0,24.581701
0.00748482899572726,0.257954129960787,5.80484063550502,0,0,0,0,24.68287
0.00758197906048249,0.260135233955995,5.82668103209569,0,0,0,0,24.800766
0.00767994864623076,0.262324520464215,5.84847682965356,0,0,0,0,24.938985
0.00777874081854467,0.264521972728041,5.87022786134754,0,0,0,0,25.037137
0.00787835863670049,0.266727573927564,5.89193396068919,0,0,0,0,25.140742
0.00797880515365475,0.268941307180499,5.91359496153402,0,0,0,0,25.228615
0.00808008341602101,0.27116315554232,5.93521069808272,0,0,0,0,25.352869
0.00818219646404626,0.273393102006381,5.95678100488243,0,0,0,0,25.483379
0.0082851473315879,0.275631129504055,5.97830571682806,0,0,0,0,25.572035
0.00838893904609042,0.277877220904858,5.99978466916347,0,0,0,0,25.676365
0.00849357462856221,0.280131359016584,6.02121769748283,0,0,0,0,25.745986
0.00859905709355245,0.282393526585434,6.04260463773177,0,0,0,0,25.896534
0.00870538944912809,0.28466370629615,6.06394532620874,0,0,0,0,25.939487
0.00881257469685079,0.286941880772147,6.08523959956617,0,0,0,0,26.058626
0.00892061583175384,0.289228032575645,6.1064872948118,0,0,0,0,26.106327
0.00902951584231943,0.291522144207805,6.12768824930987,0,0,0,0,26.272679
0.00913927771045566,0.29382419810886,6.14884230078239,0,0,0,0,26.301816
0.00924990441147369,0.296134176658251,6.1699492873104,0,0,0,0,26.427406
0.00936139891406506,0.29845206217476,6.19100904733515,0,0,0,0,26.503821
0.00947376418027891,0.30077783691665,6.2120214196594,0,0,0,0,26.598449
0.00958700316549924,0.303111483081796,6.23298624344863,0,0,0,0,26.681334
0.00970111881842249,0.305452982807821,6.25390335823226,0,0,0,0,26.748188
0.00981611408103471,0.30780231817224,6.2747726039049,0,0,0,0,26.805162
0.0099319918885893,0.310159471192585,6.29559382072754,0,0,0,0,26.920752
0.0100487551695843,0.312524423826555,6.31636684932882,0,0,0,0,26.958469
0.0101664068457401,0.314897157972146,6.33709153070622,0,0,0,0,27.06498
0.0102849498319773,0.317277655467792,6.35776770622727,0,0,0,0,27.08983
0.0104043870363938,0.319665898092507,6.37839521763079,0,0,0,0,27.160853
0.0105247213602431,0.322061867566017,6.3989739070281,0,0,0,0,27.250986
0.0106459556979119,0.324465545548908,6.41950361690418,0,0,0,0,27.310568
0.0107680929368979,0.326876913642763,6.43998419011896,0,0,0,0,27.405763
0.0108911359577878,0.329295953390301,6.46041546990844,0,0,0,0,27.434641
0.0110150876342353,0.33172264627552,6.48079729988593,0,0,0,0,27.525419
0.0111399508329386,0.334156973723841,6.50112952404326,0,0,0,0,27.529122
0.0112657284136193,0.336598917102245,6.52141198675194,0,0,0,0,27.63187
0.0113924232289998,0.33904845771942,6.54164453276438,0,0,0,0,27.629091
0.0115200381247818,0.341505576825905,6.56182700721507,0,0,0,0,27.738977
0.0116485759396245,0.343970255614226,6.58195925562173,0,0,0,0,27.708493
0.0117780395051229,0.34644247521905,6.60204112388656,0,0,0,0,27.823276
0.0119084316457857,0.348922216717321,6.62207245829738,0,0,0,0,27.790347
0.0120397551790144,0.351409461128411,6.64205310552878,0,0,0,0,27.904051
0.0121720129150812,0.35390418941426,6.66198291264335,0,0,0,0,27.87533
0.0123052076571077,0.356406382479526,6.68186172709282,0,0,0,0,27.994535
0.0124393422010433,0.358916021171731,6.70168939671923,0,0,0,0,27.984989
0.0125744193356441,0.361433086281402,6.7214657697561,0,0,0,0,28.046
0.0127104418424511,0.363957558542225,6.74119069482959,0,0,0,0,28.082961
0.0128474124957693,0.36648941863119,6.76086402095964,0,0,0,0,28.106296
0.0129853340626463,0.369028647168737,6.78048559756116,0,0,0,0,28.144512
0.0131242093028512,0.371575224718907,6.80005527444516,0,0,0,0,28.153373
0.0132640409688533,0.374129131789488,6.8195729018199,0,0,0,0,28.214439
0.0134048318058012,0.376690348832168,6.83903833029206,0,0,0,0,28.215598
0.0135465845515018,0.37925885624268,6.85845141086784,0,0,0,0,28.243973
0.0136893019363993,0.381834634360957,6.87781199495414,0,0,0,0,28.286983
0.0138329866835541,0.384417663471279,6.89711993435967,0,0,0,0,28.301907
0.0139776415086223,0.387007923802424,6.91637508129613,0,0,0,0,28.320806
0.0141232691198347,0.389605395527821,6.93557728837926,0,0,0,0,28.370033
0.0142698722179763,0.392210058765701,6.95472640863005,0,0,0,0,28.375467
0.0144174534963651,0.394821893579249,6.97382229547582,0,0,0,0,28.409647
0.0145660156408321,0.397440879976757,6.99286480275136,0,0,0,0,28.410784
0.0147155613297004,0.400066997911777,7.01185378470004,0,0,0,0,28.437718
0.0148660932337648,0.402700227283273,7.03078909597491,0,0,0,0,28.459278
0.0150176140162714,0.405340547935778,7.04967059163986,0,0,0,0,28.481458
0.0151701263328969,0.407987939659546,7.06849812717068,0,0,0,0,28.486615
0.0153236328317289,0.410642382190704,7.08727155845618,0,0,0,0,28.524868
0.0154781361532449,0.413303855211414,7.10599074179933,0,0,0,0,28.537678
0.0156336389302927,0.415972338350024,7.1246555339183,0,0,0,0,28.565519
0.0157901437880698,0.418647811181223,7.14326579194759,0,0,0,0,28.582683
0.0159476533441037,0.421330253226199,7.16182137343912,0,0,0,0,28.593966
0.0161061702082314,0.424019643952798,7.18032213636333,0,0,0,0,28.619817
0.0162656969825799,0.426715962775677,7.19876793911025,0,0,0,0,28.629742
0.0164262362615459,0.429419189056464,7.21715864049059,0,0,0,0,28.645047
0.0165877906317764,0.432129302103914,7.23549409973681,0,0,0,0,28.674456
0.0167503626721482,0.434846281174072,7.25377417650422,0,0,0,0,28.6714
0.0169139549537489,0.437570105470425,7.27199873087206,0,0,0,0,28.683398
0.0170785700398567,0.440300754144067,7.29016762334451,0,0,0,0,28.693108
0.0172442104859212,0.443038206293855,7.30828071485185,0,0,0,0,28.706465
0.0174108788395433,0.445782440966572,7.32633786675144,0,0,0,0,28.721544
0.0175785776404562,0.448533437157084,7.34433894082884,0,0,0,0,28.739728
0.0177473094205057,0.451291173808502,7.36228379929882,0,0,0,0,28.757902
0.0179170767036311,0.454055629812347,7.38017230480647,0,0,0,0,28.770598
0.0180878820058453,0.456826784008704,7.39800432042821,0,0,0,0,28.808318
0.0182597278352161,0.459604615186392,7.41577970967284,0,0,0,0,28.807866
0.018432616691847,0.462389102083119,7.43349833648259,0,0,0,0,28.862288
0.0186065510678576,0.46518022338565,7.45116006523419,0,0,0,0,28.866413
0.018781533447365,0.467977957729969,7.46876476073987,0,0,0,0,28.900926
0.0189575663064644,0.470782283701442,7.48631228824839,0,0,0,0,28.914487
0.0191346521132104,0.473593179834978,7.50380251344613,0,0,0,0,28.916708
0.0193127933275982,0.476410624615201,7.52123530245804,0,0,0,0,28.922759
0.0194919924015445,0.479234596476605,7.53861052184872,0,0,0,0,28.93585
0.0196722517788689,0.482065073803727,7.55592803862342,0,0,0,0,28.955101
0.019853573895275,0.484902034931308,7.57318772022907,0,0,0,0,28.972627
0.0200359611783319,0.487745458144462,7.59038943455527,0,0,0,0,29.016186
0.020219416047456,0.490595321678837,7.60753304993534,0,0,0,0,29.023936
0.0204039409138916,0.493451603720788,7.62461843514729,0,0,0,0,29.065768
0.0205895381806932,0.49631428240754,7.64164545941483,0,0,0,0,29.102489
0.0207762102427069,0.499183335827356,7.6586139924084,0,0,0,0,29.119374
0.0209639594865519,0.502058742019705,7.67552390424614,0,0,0,0,29.136964
0.0211527882906023,0.504940478975432,7.6923750654949,0,0,0,0,29.16637
0.0213426990249691,0.507828524636922,7.70916734717122,0,0,0,0,29.191158
0.0215336940514818,0.510722856898272,7.72590062074231,0,0,0,0,29.220315
0.0217257757236705,0.51362345360546,7.74257475812706,0,0,0,0,29.235345
0.0219189463867478,0.516530292556516,7.75918963169699,0,0,0,0,29.246344
0.0221132083775908,0.519443351501686,7.77574511427725,0,0,0,0,29.310757
0.0223085640247232,0.52236260814361,7.79224107914758,0,0,0,0,29.360737
0.0225050156482979,0.525288040137488,7.80867740004331,0,0,0,0,29.352152
0.0227025655600785,0.528219625091251,7.82505395115626,0,0,0,0,29.427288
0.0229012160634221,0.531157340565737,7.84137060713577,0,0,0,0,29.4668
0.0231009694532618,0.534101164074854,7.85762724308963,0,0,0,0,29.514926
0.0233018280160885,0.537051073085762,7.87382373458504,0,0,0,0,29.571274
0.0235037940299342,0.54000704501904,7.88995995764957,0,0,0,0,29.574667
0.023706869764354,0.542969057248857,7.90603578877207,0,0,0,0,29.660429
0.0239110574804087,0.54593708710315,7.9220511049037,0,0,0,0,29.642468
0.024116359430648,0.548911111863797,7.93800578345876,0,0,0,0,29.76831
0.0243227778590927,0.551891108766785,7.95389970231574,0,0,0,0,29.772422
0.0245303150012179,0.554877055002393,7.96973273981815,0,0,0,0,29.847651
0.0247389730839358,0.557868927715361,7.98550477477555,0,0,0,0,29.895116
0.0249487543255785,0.560866704005062,8.0012156864644,0,0,0,0,29.931661
0.0251596609358811,0.563870360925688,8.01686535462903,0,0,0,0,29.998528
0.0253716951159649,0.566879875486415,8.03245365948253,0,0,0,0,30.050137
0.0255848590583204,0.569895224651583,8.0479804817077,0,0,0,0,30.156353
0.0257991549467907,0.572916385340874,8.06344570245793,0,0,0,0,30.159338
0.0260145849565546,0.575943334429486,8.07884920335814,0,0,0,0,30.32108
0.0262311512541101,0.578976048748309,8.09419086650564,0,0,0,0,30.311248
0.0264488559972575,0.582014505084109,8.10947057447111,0,0,0,0,30.489066
0.0266677013350833,0.585058680179698,8.12468821029941,0,0,0,0,30.51436
0.0268876894079436,0.588108550734114,8.13984365751055,0,0,0,0,30.652474
0.0271088223474478,0.591164093402804,8.15493680010051,0,0,0,0,30.71317
0.0273311022764417,0.594225284797795,8.16996752254222,0,0,0,0,30.809015
0.0275545313089923,0.597292101487879,8.18493570978633,0,0,0,0,30.86682
0.0277791115503707,0.600364519998792,8.19984124726221,0,0,0,0,30.924303
0.0280048450970364,0.603442516813389,8.21468402087872,0,0,0,0,31.05621
