0.000000	0.000000	0.000000	0.000000
0.000044	0.000000	0.000000	-0.000912
0.000087	0.000000	0.000000	-0.005540
0.000131	0.000000	0.000000	-0.005921
0.000175	0.000000	0.000000	-0.014458
0.000218	0.000000	0.000000	-0.019002
0.000262	0.000000	0.000000	-0.030080
0.000306	0.000000	-0.000001	-0.035937
0.000350	-0.000000	0.000002	-0.050185
0.000393	0.000000	-0.000006	-0.060739
0.000437	-0.000000	-0.000000	-0.077718
0.000481	0.000000	-0.000013	-0.090788
0.000524	0.000000	-0.000017	-0.112426
0.000568	0.000000	-0.000041	-0.131862
0.000612	0.000000	-0.000056	-0.158171
0.000655	0.000000	-0.000096	-0.181642
0.000699	0.000000	-0.000131	-0.213518
0.000743	0.000000	-0.000189	-0.243694
0.000786	0.000001	-0.000239	-0.280566
0.000830	0.000001	-0.000316	-0.314658
0.000874	0.000001	-0.000387	-0.357497
0.000918	0.000001	-0.000482	-0.399314
0.000961	0.000001	-0.000570	-0.448153
0.001005	0.000001	-0.000687	-0.495184
0.001049	0.000001	-0.000802	-0.551455
0.001092	0.000001	-0.000941	-0.607012
0.001136	0.000002	-0.001076	-0.669911
0.001180	0.000002	-0.001240	-0.731064
0.001223	0.000002	-0.001401	-0.801570
0.001267	0.000003	-0.001588	-0.871257
0.001311	0.000003	-0.001769	-0.948622
0.001354	0.000003	-0.001979	-1.024677
0.001398	0.000004	-0.002187	-1.110119
0.001442	0.000005	-0.002421	-1.195834
0.001486	0.000005	-0.002650	-1.288983
0.001529	0.000006	-0.002909	-1.381495
0.001573	0.000007	-0.003165	-1.483282
0.001617	0.000009	-0.003417	-1.585463
0.001660	0.000001	-0.003697	-1.695134
0.001704	-0.000001	-0.003993	-1.803867
0.001748	0.000008	-0.004305	-1.922555
0.001791	0.000001	-0.004619	-2.041309
0.001835	0.000012	-0.004947	-2.168035
0.001879	0.000007	-0.005286	-2.294299
0.001922	0.000015	-0.005645	-2.430313
0.001966	0.000012	-0.005960	-2.566703
0.002010	0.000019	-0.006366	-2.711275
0.002054	0.000018	-0.006756	-2.854872
0.002097	0.000025	-0.007107	-3.008624
0.002141	0.000040	-0.007515	-3.162553
0.002185	0.000052	-0.007912	-3.324418
0.002228	0.000038	-0.008354	-3.486002
0.002272	-0.000073	-0.008698	-3.657187
0.002316	-0.000055	-0.009316	-3.829092
0.002359	-0.000066	-0.009694	-4.008669
0.002403	-0.000045	-0.010035	-4.188608
0.002447	0.000006	-0.010520	-4.377301
0.002490	-0.000020	-0.010976	-4.567261
0.002534	-0.000028	-0.011539	-4.761661
0.002578	-0.000015	-0.012017	-4.963799
0.002622	-0.000024	-0.012540	-5.166072
0.002665	0.000010	-0.013019	-5.375466
0.002709	-0.000004	-0.013504	-5.586897
0.002753	0.000029	-0.014033	-5.806365
0.002796	0.000017	-0.014585	-6.025930
0.002840	0.000044	-0.015101	-6.252460
0.002884	0.000026	-0.015605	-6.481150
0.002927	0.000047	-0.016152	-6.717200
0.002971	0.000032	-0.016719	-6.951112
0.003015	0.000055	-0.017215	-7.196185
0.003059	0.000048	-0.017814	-7.442494
0.003102	0.000073	-0.018369	-7.690236
0.003146	0.000069	-0.018914	-7.947343
0.003190	0.000090	-0.019502	-8.203595
0.003233	0.000086	-0.020108	-8.465605
0.003277	0.000105	-0.020636	-8.732974
0.003321	0.000103	-0.021252	-9.001528
0.003364	0.000121	-0.021793	-9.275117
0.003408	0.000120	-0.022414	-9.551104
0.003452	0.000138	-0.022956	-9.830877
0.003495	0.000140	-0.023544	-10.116065
0.003539	0.000158	-0.024161	-10.402442
0.003583	0.000162	-0.024737	-10.693439
0.003627	0.000180	-0.025321	-10.989815
0.003670	0.000185	-0.025960	-11.286369
0.003714	0.000202	-0.026531	-11.588052
0.003758	0.000207	-0.027121	-11.891045
0.003801	0.000224	-0.027710	-12.197737
0.003845	0.000231	-0.028361	-12.508767
0.003889	0.000248	-0.028921	-12.820617
0.003932	0.000386	-0.028798	-13.138187
0.003976	0.000464	-0.029523	-13.457550
0.004020	0.000505	-0.029942	-13.775748
0.004063	0.000341	-0.030896	-14.102825
0.004107	0.000583	-0.031376	-14.427532
0.004151	0.000441	-0.032042	-14.759620
0.004195	0.000603	-0.032533	-15.087330
0.004238	0.000462	-0.033322	-15.424228
0.004282	0.000591	-0.033854	-15.757938
0.004326	0.000463	-0.034522	-16.098827
0.004369	0.000581	-0.035011	-16.435666
0.004413	0.000407	-0.035337	-16.781337
0.004457	0.000974	-0.035980	-17.126532
0.004500	0.000755	-0.036825	-17.473513
0.004544	0.001212	-0.037309	-17.819067
0.004588	0.001356	-0.037763	-18.173724
0.004631	0.001341	-0.037820	-18.521758
0.004675	0.001312	-0.038629	-18.874576
0.004719	0.001210	-0.039233	-19.229900
0.004763	0.001000	-0.039969	-19.584104
0.004806	0.000595	-0.040737	-19.941693
0.004850	0.000637	-0.040812	-20.298119
0.004894	0.000802	-0.040796	-20.659228
0.004937	0.001168	-0.041617	-21.018853
0.004981	0.001027	-0.041844	-21.379321
0.005025	0.001002	-0.042919	-21.740624
0.005068	0.000766	-0.043067	-22.108157
0.005112	0.000786	-0.043680	-22.465474
0.005156	0.000931	-0.044052	-22.832664
0.005199	0.001131	-0.044864	-23.192978
0.005243	0.001128	-0.045374	-23.560257
0.005287	0.001538	-0.045320	-23.924261
0.005331	0.001975	-0.045851	-24.289631
0.005374	0.001762	-0.046170	-24.653456
0.005418	0.001509	-0.046925	-25.020109
0.005462	0.001504	-0.047617	-25.382071
0.005505	0.001378	-0.048074	-25.749552
0.005549	0.001491	-0.048573	-26.112269
0.005593	0.002311	-0.048703	-26.476458
0.005636	0.002110	-0.050801	-26.840548
0.005680	0.002233	-0.050666	-27.201632
0.005724	0.001928	-0.050912	-27.565398
0.005767	0.002081	-0.051740	-27.926114
0.005811	0.001948	-0.051916	-28.287678
0.005855	0.002345	-0.052680	-28.648846
0.005899	0.002003	-0.052859	-29.008150
0.005942	0.000721	-0.052246	-29.366315
0.005986	0.000979	-0.053576	-29.725266
0.006030	0.000592	-0.053008	-30.075352
0.006073	0.001252	-0.052576	-30.440009
0.006117	0.001110	-0.053413	-30.786417
0.006161	0.001402	-0.053626	-31.143564
0.006204	0.000700	-0.054598	-31.493342
0.006248	0.001438	-0.055465	-31.845509
0.006292	0.001010	-0.055956	-32.192136
0.006335	0.001674	-0.056920	-32.540584
0.006379	0.001211	-0.057298	-32.883405
0.006423	0.001680	-0.058361	-33.230332
0.006467	0.001332	-0.058623	-33.570361
0.006510	0.001716	-0.059603	-33.913074
0.006554	0.001404	-0.059785	-34.253764
0.006598	0.001664	-0.060593	-34.589684
0.006641	0.001435	-0.060793	-34.928413
0.006685	0.001693	-0.061626	-35.261430
0.006729	0.001572	-0.061939	-35.593133
0.006772	0.001792	-0.062903	-35.925458
0.006816	0.001671	-0.063378	-36.252016
0.006860	0.001791	-0.064351	-36.579333
0.006903	0.001660	-0.064891	-36.902659
0.006947	0.001747	-0.065809	-37.225362
0.006991	0.001659	-0.066255	-37.547387
0.007035	0.001748	-0.067157	-37.865668
0.007078	0.001690	-0.067640	-38.182335
0.007122	0.001769	-0.068558	-38.496751
0.007166	0.001729	-0.069052	-38.810358
0.007209	0.001840	-0.068685	-39.125238
0.007253	0.001144	-0.069741	-39.429777
0.007297	0.001564	-0.070346	-39.737058
0.007340	0.003261	-0.072296	-40.039232
0.007384	0.002930	-0.069408	-40.340591
0.007428	0.002578	-0.067107	-40.633170
0.007471	0.003082	-0.070067	-40.932878
0.007515	0.001563	-0.069803	-41.224416
0.007559	0.006877	-0.074044	-41.519398
0.007603	0.004046	-0.068813	-41.806277
0.007646	0.006154	-0.072508	-42.092708
0.007690	0.002985	-0.071003	-42.376045
0.007734	0.004791	-0.073436	-42.662060
0.007777	0.002828	-0.073993	-42.937349
0.007821	0.005011	-0.076348	-43.218984
0.007865	0.002481	-0.076403	-43.492081
0.007908	0.004726	-0.075470	-43.766530
0.007952	0.001956	-0.077504	-44.038090
0.007996	0.004634	-0.078882	-44.308271
0.008039	0.002382	-0.080186	-44.577129
0.008083	0.004263	-0.081074	-44.841763
0.008127	0.002849	-0.083146	-45.119479
0.008171	0.006267	-0.083308	-45.367569
0.008214	0.004490	-0.084791	-45.632080
0.008258	0.004306	-0.085767	-45.884563
0.008302	0.004454	-0.087828	-46.144551
0.008345	0.004278	-0.088426	-46.393769
0.008389	0.003485	-0.090296	-46.668540
0.008433	0.003560	-0.090749	-46.903614
0.008476	0.003568	-0.092733	-47.157969
0.008520	0.003538	-0.092608	-47.401378
0.008564	0.002598	-0.090675	-47.642322
0.008608	0.002190	-0.091692	-47.887889
0.008651	0.000392	-0.092709	-48.132802
0.008695	0.001485	-0.094985	-48.368029
0.008739	0.002211	-0.096242	-48.605676
0.008782	0.004293	-0.099573	-48.839945
0.008826	0.004063	-0.100505	-49.062906
0.008870	0.002780	-0.099884	-49.316662
0.008913	0.006490	-0.100781	-49.531277
0.008957	0.004662	-0.096360	-49.767406
0.009001	0.006871	-0.102357	-49.987020
0.009044	0.003494	-0.102260	-50.216460
0.009088	0.004684	-0.105604	-50.445594
0.009132	0.001875	-0.101935	-50.667430
0.009176	0.004138	-0.105458	-50.884305
0.009219	0.002419	-0.104444	-51.107181
0.009263	0.004174	-0.106765	-51.334449
0.009307	0.005402	-0.108456	-51.550458
0.009350	0.005104	-0.106890	-51.765140
0.009394	0.004085	-0.109545	-51.983338
0.009438	0.007308	-0.110468	-52.207885
0.009481	0.004901	-0.114263	-52.429833
0.009525	0.005540	-0.114542	-52.633349
0.009569	0.002980	-0.116378	-52.848374
0.009612	0.004222	-0.111423	-53.049120
0.009656	0.002365	-0.114693	-53.264846
0.009700	0.004111	-0.110576	-53.468083
0.009744	-0.001442	-0.116374	-53.686389
0.009787	0.002065	-0.113176	-53.880904
0.009831	0.000281	-0.114038	-54.090563
0.009875	0.005578	-0.111095	-54.300258
0.009918	0.004914	-0.113478	-54.499534
0.009962	0.008854	-0.111996	-54.705528
0.010006	0.001926	-0.118038	-54.928090
0.010049	0.008068	-0.113667	-55.123238
0.010093	0.006619	-0.117548	-55.329470
0.010137	0.011739	-0.118434	-55.532645
0.010180	0.008620	-0.121540	-55.741526
0.010224	0.010125	-0.121394	-55.952068
0.010268	0.009056	-0.123190	-56.145412
0.010312	0.006666	-0.116378	-56.348814
0.010355	0.008632	-0.124687	-56.555625
0.010399	0.004763	-0.119499	-56.755164
0.010443	0.007234	-0.126741	-56.969199
0.010486	0.003468	-0.119846	-57.162296
0.010530	0.009388	-0.134415	-57.379898
0.010574	0.009099	-0.114492	-57.562051
0.010617	0.013054	-0.129024	-57.774682
0.010661	0.007444	-0.109380	-57.957206
0.010705	0.009996	-0.133518	-58.188218
0.010748	0.006350	-0.118730	-58.382390
0.010792	0.010000	-0.132262	-58.598876
0.010836	0.007966	-0.125541	-58.832696
0.010880	0.011527	-0.134644	-59.038092
0.010923	0.008454	-0.119184	-59.233732
0.010967	0.016994	-0.120915	-59.438642
0.011011	0.012299	-0.117572	-59.640235
0.011054	0.016620	-0.119021	-59.833915
0.011098	0.013288	-0.107996	-60.051247
0.011142	0.011654	-0.116429	-60.257877
0.011185	0.013556	-0.115427	-60.477535
0.011229	0.005177	-0.105551	-60.673188
0.011273	0.009615	-0.110119	-60.899936
0.011316	0.005581	-0.096230	-61.080275
0.011360	0.007552	-0.100478	-61.310855
0.011404	0.001753	-0.083587	-61.484424
0.011448	0.007040	-0.067562	-61.706562
0.011491	-0.001442	0.005019	-61.916242
0.011535	0.004079	0.281090	-62.115418
0.011579	-0.001136	0.294706	-62.453403
0.011622	0.007571	0.514838	-62.469560
0.011666	-0.002190	0.336979	-62.943130
0.011710	0.013216	0.600564	-62.825366
0.011753	0.001311	0.638777	-63.367433
0.011797	0.013162	0.661437	-63.251759
0.011841	-0.007284	0.740653	-63.726755
0.011884	0.008197	0.818946	-63.708182
0.011928	-0.007541	0.837305	-64.102739
0.011972	0.001636	0.909400	-64.036930
0.012016	-0.005342	1.009480	-64.483742
0.012059	0.002055	1.033781	-64.460942
0.012103	-0.005672	1.069504	-64.735154
0.012147	0.009691	1.178340	-64.859236
0.012190	-0.005165	1.196188	-65.123974
0.012234	0.009955	1.178581	-65.267723
0.012278	-0.004952	1.310339	-65.500287
0.012321	0.004548	1.325668	-65.585539
0.012365	-0.001391	1.428688	-65.873576
0.012409	-0.008549	1.465129	-65.986005
0.012452	-0.007867	1.378654	-66.208405
0.012496	-0.007006	1.588105	-66.313696
0.012540	-0.009298	1.392160	-66.495470
0.012584	0.006090	1.674584	-66.567586
0.012627	0.004620	1.419308	-66.776983
