0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000
0.000035	0.000000	0.000000	-0.001563	-0.055644	0.185886	0.120311	0.032334
0.000070	0.000000	0.000000	-0.007595	-0.231738	0.909382	0.623097	0.195680
0.000105	0.000000	0.000000	-0.013440	-0.427526	1.606379	1.085235	0.328855
0.000139	0.000000	0.000000	-0.021984	-0.705831	2.626406	1.768504	0.531337
0.000174	0.000000	0.000000	-0.034860	-1.103457	4.167346	2.820156	0.858349
0.000209	0.000000	0.000000	-0.047328	-1.512817	5.655354	3.814110	1.150647
0.000244	0.000000	-0.000000	-0.065516	-2.073448	7.832035	5.300551	1.613551
0.000279	-0.000000	-0.000002	-0.083186	-2.645359	9.942295	6.717494	2.036068
0.000314	-0.000000	-0.000005	-0.107060	-3.383609	12.799145	8.666351	2.641371
0.000348	0.000000	-0.000012	-0.131178	-4.157981	15.680378	10.606475	3.224247
0.000383	0.000000	-0.000026	-0.159369	-5.059975	19.048929	12.877527	3.908776
0.000418	0.000000	-0.000050	-0.193028	-6.116467	23.074072	15.609383	4.746458
0.000453	0.000000	-0.000085	-0.228501	-7.258539	27.311584	18.459964	5.600712
0.000488	0.000000	-0.000134	-0.268407	-8.537708	32.079604	21.672330	6.567311
0.000523	0.000000	-0.000201	-0.314744	-10.004587	37.619040	25.420789	7.708101
0.000557	0.000001	-0.000286	-0.365710	-11.615560	43.712301	29.546165	8.965302
0.000592	0.000001	-0.000391	-0.417082	-13.285343	49.846692	33.658496	10.186577
0.000627	0.000001	-0.000518	-0.480732	-15.271301	57.460890	38.836494	11.782596
0.000662	0.000002	-0.000667	-0.540720	-17.227680	64.623125	43.631941	13.202131
0.000697	0.000002	-0.000837	-0.612279	-19.492741	73.178409	49.421104	14.964182
0.000732	0.000002	-0.001030	-0.687513	-21.890073	82.170410	55.491545	16.800736
0.000767	0.000003	-0.001247	-0.767305	-24.449465	91.704572	61.913019	18.731777
0.000801	0.000004	-0.001488	-0.852839	-27.193717	101.924931	68.795893	20.801088
0.000836	0.000004	-0.001755	-0.946054	-30.167605	113.065859	76.313572	23.072984
0.000871	0.000005	-0.002050	-1.042926	-33.285453	124.639649	84.099017	25.406782
0.000906	0.000006	-0.002373	-1.146292	-36.612370	136.989349	92.406188	27.896909
0.000941	0.000007	-0.002727	-1.257616	-40.175944	150.293302	101.372477	30.598266
0.000976	0.000008	-0.003110	-1.372988	-43.900192	164.076087	110.633742	33.366775
0.001010	0.000009	-0.003524	-1.497725	-47.894242	178.983095	120.679186	36.392472
0.001045	0.000011	-0.003968	-1.626517	-52.053391	194.369117	131.015933	39.481271
0.001080	0.000012	-0.004444	-1.765070	-56.496177	210.926571	142.167664	42.835743
0.001115	0.000016	-0.004911	-1.907679	-61.103394	227.964302	153.611598	46.254102
0.001150	0.000005	-0.005440	-2.057673	-65.949911	245.883748	165.647285	49.848687
