A1,A2,A3,|A1|,|A2|,|A3|,(A1)^2,(A2)^2,(A3)^2,sinA1,sinA2,sinA3,cosA1,cosA2,cosA3,sin2A1,sin2A2,sin2A3,cos2A1,cos2A2,cos2A3,COL
57.20419849,18.31996,32.30585323,57.20419849,18.31996,32.30585323,3272.32032488332,335.6209344016,1043.6681529183,0.609580048184843,-0.505184658189345,0.777025605825189,0.792724520154994,0.86301127520451,0.629468988824706,0.966458102386775,-0.871960112155482,0.978227044779373,0.25682432970993,0.48957692226023,-0.207537584216005,0.713047534
145.4657454,83.50974,22.10251727,145.4657454,83.50974,22.10251727,21160.2830847776,6973.8766748676,488.521269670648,0.81485750905781,0.967020826589367,-0.111138620200902,0.57966131484868,-0.254697312397318,-0.993804914004675,0.944682750229541,-0.492595211129089,0.220900213782711,-0.327985520135799,-0.870258558115166,0.975296414199679,0.971783284
166.1200507,76.49127,30.80819024,166.1200507,76.49127,30.80819024,27595.8712445706,5850.9143862129,949.144585864031,0.374965853494392,0.888031673888493,-0.571010553317039,-0.927038623096806,0.45978228127104,0.820942719073974,-0.69521565706352,0.816602457722783,-0.937533912520048,0.718801217426444,-0.577200507658396,0.347893896001138,0.938001788
47.6857399,48.72949,49.50508215,47.6857399,48.72949,49.50508215,2273.92978981045,2374.5631956601,2450.75315867825,-0.53275279136163,-0.999394406472642,-0.689211547149816,-0.846270916017082,0.0347968434085123,0.724560172294445,0.901706385512528,-0.0695515413307433,-0.998750474700384,0.432348926592784,-0.997578359377607,0.0499748865507129,0.701304884
107.8717547,23.73004,41.80030766,107.8717547,23.73004,41.80030766,11636.315462057,563.1147984016,1747.26572047065,0.871181876595804,-0.985905254325607,-0.81896391004419,0.490960423955958,0.167304600932431,-0.573845026157004,0.855431646952445,-0.329892970264265,0.9399167327619,-0.517915724217973,-0.94401834101368,-0.341403771909735,0.727951216
173.3235064,7.59871,40.18464758,173.3235064,7.59871,40.18464758,30041.0378707908,57.7403936641,1614.8059011288,-0.510624061787804,0.967594741567,0.609997088508961,-0.859804086710063,0.25250824955215,-0.792403654718093,0.87807331019529,0.488651308937895,-0.966727844603794,0.478526135046651,-0.872479167816219,0.255807104021181,0.717128266
74.66062218,52.84298,25.13762363,74.66062218,52.84298,25.13762363,5574.20850430471,2792.3805352804,631.900121763534,-0.672514761521937,0.534651337998145,0.00488238188402548,0.740083708464855,-0.845072746440679,0.999988081102539,-0.995434437409025,-0.903638549180554,0.00976464738283289,0.0954477910701837,0.428295893553586,0.999952324694277,0.802321586
157.2702726,65.08046,37.75988691,157.2702726,65.08046,37.75988691,24733.9386436783,4235.4662738116,1425.80905945599,0.189487260916208,0.778947532578226,0.0607376606114388,0.981883179380558,-0.627089101715453,0.998153763998037,0.372108708401039,-0.976939016975897,0.121251049111486,0.928189155900946,-0.213518517019412,0.992621873166899,0.872854131
192.1350404,49.88275,45.92314601,192.1350404,49.88275,45.92314601,36915.8737495096,2488.2887475625,2108.93533945578,-0.477571482915205,-0.373456618139704,0.932308347594882,-0.878592897026929,0.927647645589453,-0.36166440936993,0.839181825423834,-0.692872305094192,-0.674365495767116,0.543850957412343,0.72106030873531,-0.7383977099902,0.79160174
68.64845554,32.7323,41.95866501,68.64845554,32.7323,41.95866501,4712.61044802736,1071.40346329,1760.5295694214,-0.44983701473155,0.967808714758124,-0.899210002266256,0.893110665134734,0.251686892066766,-0.437517281743614,-0.803508470858235,0.487169535065207,0.786839831816402,0.595293320354815,-0.873307416723544,-0.617157256351359,0.730140372
137.9875908,72.18085,47.41723584,137.9875908,72.18085,47.41723584,19040.5752147882,5210.0751067225,2248.39425470618,-0.240116594802414,0.0757085212801916,-0.289156937019772,0.970744055300105,-0.997129991428182,-0.957281706590773,-0.466183513966695,-0.150982474350316,0.553609292285696,0.884688041800987,0.988536439611134,0.832776531546687,0.833221656
50.47262668,10.82577,32.49721274,50.47262668,10.82577,32.49721274,2547.48604397865,117.1972960929,1056.06883586882,0.205666014980754,-0.985617859123364,0.882563301672665,0.978622240847783,-0.168989454632757,0.470193596873293,0.402538672893399,0.333118048979126,0.829951226563679,0.915402980563872,-0.942885128445847,-0.55783596291871,0.692087663
33.02186271,90.55857,31.11328638,33.02186271,90.55857,31.11328638,1090.44341683809,8200.8546004449,968.036589363894,0.999382659094372,0.520654141644436,-0.298041411047588,-0.035132615921138,-0.853767687833462,0.954552941067578,-0.0702218542404163,-0.889035365345371,-0.568992610950812,-0.997531398597076,0.457838529576992,0.822342634601525,0.933427754
100.9066997,29.5585,26.55135624,100.9066997,29.5585,26.55135624,10182.162044346,873.70492225,704.974518183387,0.366956153308365,-0.959202032234578,0.988442754124536,0.930238239135077,-0.282721526164981,0.151594596931097,0.682713291786709,0.542374124907823,0.299685161801946,0.730686363098256,-0.840137077285888,-0.954038156362596,0.757028363
110.7263596,84.49949,20.98007458,110.7263596,84.49949,20.98007458,12260.3267102685,7140.1638102601,440.163529382362,-0.696577859208412,0.317897993838973,0.8474025719364,-0.717481209552296,-0.948124920837521,-0.530950921531901,0.999563049944401,-0.602814020485967,-0.899858352956269,0.029558572121251,0.797881731026312,-0.436182237848851,0.951491719
80.05881512,17.39088,37.37258657,80.05881512,17.39088,37.37258657,6409.41387841834,302.4427071744,1396.71022693214,-0.998658806993283,-0.993721089173684,-0.320753840007275,-0.0517743876328134,0.111885642204293,0.947162591174603,0.103409896372387,-0.222366244468294,-0.607612076460989,-0.994638825570494,-0.974963206137066,0.794233948241175,0.716151646
38.68356965,48.71774,42.8720715,38.68356965,48.71774,42.8720715,1496.4185608664,2373.4181907076,1838.01451470111,0.832972209407011,-0.999734271323263,-0.895799000861165,0.553314827521912,0.023051827297294,0.444459390784061,0.921791748757172,-0.0460914035314598,-0.796292556375447,-0.387685403288794,-0.998937226516512,-0.604911699887723,0.739768012
184.0181206,62.4083,20.60229674,184.0181206,62.4083,20.60229674,33862.6687091561,3894.79590889,424.454630963015,0.97252589729694,-0.411002142948051,0.983493711514494,-0.232794714473463,0.911634377638376,-0.18094230962228,-0.452797777158579,-0.749367365588971,-0.355911247320841,-0.891613241826438,0.662154476984219,-0.93451976117711,0.883143773
21.28846132,81.95198,31.27143425,21.28846132,81.95198,31.27143425,453.198585373136,6716.1270259204,977.902600052073,0.646270684798187,0.267281712780946,-0.143990025006454,-0.763108250492997,0.963618433827874,0.989579139179197,-0.986348983242511,0.515115170921613,-0.284979049992555,0.164668403940965,0.857120972025768,0.958533745397282,0.898018309
61.17141546,77.35999,23.66337913,61.17141546,77.35999,23.66337913,3741.94206937993,5984.5680528001,559.955511850119,-0.995984909717161,0.924539846964074,-0.994859958071311,-0.0895212802393899,-0.381085385938173,0.101260376388547,0.178323688433987,-0.704657248791048,-0.201479787616391,-0.983971880768601,-0.709547857248707,-0.979492672347299,0.877437652
144.5006772,32.00013,34.16355566,144.5006772,32.00013,34.16355566,20880.4457112586,1024.0083200169,1167.14853533392,-0.0125845329370704,0.551535125618694,0.383851323563493,0.999920811629979,0.834151667988964,-0.923394910858055,-0.0251670727768393,0.920127889978673,-0.708892717409316,0.999683259061512,0.391618010417542,0.705316322797109,0.778215163
159.4209062,55.70467,39.44651761,159.4209062,55.70467,39.44651761,25415.0253336292,3103.0102598089,1556.02775155604,0.71757839652349,-0.747305521650378,0.984445047035643,-0.696477741814321,0.66448059212505,-0.175692769819909,-0.999554762370844,-0.993140031049124,-0.345919754098364,-0.0298375103144471,-0.116931085378287,-0.938264101266017,0.835164659
175.7344864,1.11846,28.20812798,175.7344864,1.11846,28.20812798,30882.6097102718,1.2509527716,795.698484136059,-0.193474371387653,0.89942842413555,0.0661575470512034,0.981105329521837,0.437068083777621,-0.997809189659109,-0.379637473788626,0.7862229156641,-0.132025216825991,0.925135335232305,-0.617942980285918,0.991246357936336,0.721159567
111.8615424,92.21561,48.14362184,111.8615424,92.21561,48.14362184,12513.004668107,8503.7187276721,2317.80832387293,-0.944409258367897,-0.895441987328992,-0.851967748204761,0.328772189683066,-0.445178219737112,-0.523594266602403,-0.620990999661149,0.797262539593965,0.892170856580346,-0.783817694582004,-0.603632705343391,-0.451698087962183,0.889343571
97.05953177,27.35147,45.75230886,97.05953177,27.35147,45.75230886,9420.55270741164,748.1029111609,2093.27376602083,0.323892122273298,0.797333352604047,0.980222155493702,-0.946094019180599,-0.603539165941358,-0.197900292772097,-0.612864799484957,-0.962443813215747,-0.387972503107798,0.790187786258598,-0.27148095034962,-0.921670948241437,0.710285439
